,day_old,day1,diff
143,93.007,94.3170394897461,1.3100394897460887
111,5.635,5.741658687591553,0.10665868759155295
135,2.031,2.1244800090789795,0.09348000907897935
118,3.332,3.414241075515747,0.08224107551574722
95,2.484,2.542691469192505,0.0586914691925049
109,3.09,3.139880657196045,0.049880657196045064
34,0.851,0.8996905088424683,0.04869050884246828
92,0.7809999999999999,0.8294160962104797,0.04841609621047982
107,2.904,2.9521427154541016,0.04814271545410165
86,0.665,0.7104883193969727,0.04548831939697262
116,3.228,3.2710540294647217,0.04305402946472148
218,2.379,2.4192421436309814,0.04024214363098144
110,3.2889999999999997,3.3264894485473633,0.03748944854736358
121,3.2260000000000004,3.2599494457244873,0.03394944572448688
147,102.45,102.48294067382812,0.03294067382812216
96,4.717,4.747096061706543,0.03009606170654333
139,2.6060000000000003,2.6353485584259033,0.029348558425903004
101,3.26,3.287492036819458,0.02749203681945822
108,2.84,2.866471529006958,0.02647152900695815
42,0.7659999999999999,0.7923829555511475,0.026382955551147558
66,1.07,1.096276044845581,0.026276044845580993
207,0.9490000000000001,0.9749260544776917,0.025926054477691585
167,99.979,100.00492095947266,0.025920959472657046
140,1.148,1.172885775566101,0.024885775566101165
98,1.672,1.695416808128357,0.023416808128357003
204,0.98,1.00333833694458,0.023338336944580096
175,1.726,1.7480217218399048,0.022021721839904806
97,2.48,2.5013811588287354,0.02138115882873537
136,2.662,2.6827940940856934,0.020794094085693438
16,1.251,1.2703816890716553,0.019381689071655384
149,99.95100000000001,99.96958923339844,0.018589233398429883
106,1.528,1.54539155960083,0.017391559600830053
180,0.845,0.8623230457305908,0.017323045730590847
216,1.7990000000000002,1.815201997756958,0.016201997756957853
39,1.1079999999999999,1.124189853668213,0.016189853668213017
49,0.836,0.8520914316177368,0.01609143161773685
178,1.338,1.3537375926971436,0.015737592697143477
73,0.8,0.8157052397727966,0.015705239772796586
100,1.455,1.4704838991165161,0.015483899116516042
43,0.971,0.9864379167556763,0.015437916755676295
215,2.575,2.5895040035247803,0.014504003524780096
176,0.863,0.8770411610603333,0.014041161060333263
70,0.856,0.8694121241569519,0.013412124156951921
203,0.633,0.6455929279327393,0.01259292793273925
76,0.965,0.9773359298706055,0.0123359298706055
58,0.835,0.8469145894050598,0.01191458940505985
113,0.972,0.9838764071464539,0.011876407146453882
213,1.012,1.0231536626815796,0.01115366268157958
195,0.9490000000000001,0.9599422216415405,0.010942221641540462
217,2.412,2.4228127002716064,0.010812700271606523
119,1.018,1.0288031101226807,0.010803110122680648
137,0.858,0.8685730695724487,0.010573069572448746
179,0.863,0.8734185695648193,0.010418569564819347
60,0.7,0.7097337245941162,0.009733724594116255
194,0.8490000000000001,0.8586081266403198,0.009608126640319736
117,1.3769999999999998,1.3859937191009521,0.008993719100952369
55,1.03,1.038970708847046,0.008970708847045872
191,0.598,0.6068812608718872,0.008881260871887231
214,1.148,1.1568636894226074,0.008863689422607512
