,Date,unit_total,close,volume,amt,turn,NAV_adj,BBI,MA,MACD,BIAS,KDJ,stage_high,stage_low,risk_downside,fund_id
16,2018/10/12,132472911.1,0.683,86100,56617,0.065,0.6842,0.7219,0.7068,-0.0191,-7.2431,28.0133,FALSE,TRUE,-32.6906,29
0,2018/9/12,83251258.32,0.736,0,0,0,0.7383,0.7521,0.7424,-0.0134,-3.1367,8.8791,FALSE,TRUE,-27.3684,30
1,2018/9/13,83251258.32,0.736,300,221,0.0004,0.7424,0.7495,0.7394,-0.0138,-2.6348,8.6221,FALSE,FALSE,-26.9651,30
2,2018/9/14,83251258.32,0.748,16400,12376,0.0197,0.735,0.7492,0.7384,-0.013,-0.62,22.4147,FALSE,FALSE,-27.6931,30
3,2018/9/17,83251258.32,0.744,27700,20171,0.0333,0.7253,0.7481,0.74,-0.0125,-0.6676,31.6098,FALSE,TRUE,-28.6473,30
4,2018/9/18,83251258.32,0.744,0,0,0,0.7374,0.7479,0.7416,-0.012,-0.1789,39.7007,FALSE,TRUE,-27.457,30
5,2018/9/19,83251258.32,0.729,2300,1677,0.0028,0.7453,0.7452,0.7402,-0.0127,-1.9612,30.3887,FALSE,TRUE,-26.6798,30
6,2018/9/20,83251258.32,0.739,10100,7474,0.0121,0.7448,0.7442,0.7408,-0.0123,-0.4937,33.9846,FALSE,FALSE,-26.729,30
7,2018/9/21,83251258.32,0.772,40200,30069,0.0483,0.7558,0.7484,0.7456,-0.0092,3.81,55.9897,FALSE,FALSE,-25.6468,30
8,2018/9/25,83251258.32,0.772,0,0,0,0.7538,0.7534,0.7512,-0.0066,3.5662,70.6598,FALSE,FALSE,-25.8436,30
9,2018/9/26,83251258.32,0.76,15400,11854,0.0185,0.7576,0.7559,0.7544,-0.0055,1.8767,71.9292,FALSE,FALSE,-25.4697,30
10,2018/9/27,83251258.32,0.743,100004,74251,0.1201,0.7489,0.7533,0.7572,-0.006,-0.48,60.7188,FALSE,FALSE,-26.3256,30
11,2018/9/28,83251258.32,0.747,11400,8522,0.0137,0.7556,0.7521,0.7588,-0.0059,-0.0669,56.082,FALSE,FALSE,-25.6665,30
12,2018/10/8,83251258.32,0.731,1600,1176,0.0019,0.7322,0.7488,0.7506,-0.0071,-2.1528,38.9384,FALSE,FALSE,-27.9685,30
13,2018/10/9,83251258.32,0.726,10000,7260,0.012,0.7305,0.7446,0.7414,-0.0083,-2.7136,25.9589,FALSE,FALSE,-28.1358,30
14,2018/10/10,83251258.32,0.727,1600,1163,0.0019,0.7298,0.74,0.7348,-0.0091,-2.3506,18.0306,FALSE,FALSE,-28.2046,30
15,2018/10/11,83251258.32,0.672,42800,29653,0.0514,0.6828,0.7287,0.7206,-0.014,-9.0047,12.0204,FALSE,TRUE,-32.8283,30
16,2018/10/12,83251258.32,0.69,70000,47471,0.0841,0.6828,0.7214,0.7092,-0.0163,-5.9946,16.4984,FALSE,TRUE,-32.8283,30
0,2018/9/12,1089257419,0.91,1136300,1033049,0.1043,0.9272,0.9291,0.919,-0.0153,-2.8815,21.3311,FALSE,FALSE,-24.9109,31
1,2018/9/13,1089257419,0.907,2285200,2057259,0.2098,0.9304,0.9249,0.9148,-0.0161,-2.7433,22.9387,FALSE,TRUE,-24.6518,31
2,2018/9/14,1089257419,0.902,4669619,4213089,0.4287,0.9384,0.9209,0.9104,-0.017,-2.8279,21.4463,FALSE,TRUE,-24.0039,31
3,2018/9/17,1089257419,0.899,2516197,2262968,0.231,0.9357,0.9172,0.907,-0.0177,-2.6881,19.2975,FALSE,TRUE,-24.2225,31
4,2018/9/18,1089257419,0.918,2449408,2210777,0.2249,0.9565,0.9174,0.9072,-0.0165,-0.3888,32.7232,FALSE,FALSE,-22.5381,31
5,2018/9/19,1089257419,0.936,2558555,2364970,0.2349,0.9709,0.9208,0.9124,-0.014,1.6103,53.7599,FALSE,FALSE,-21.3719,31
6,2018/9/20,1089257419,0.932,782555,731201,0.0718,0.9695,0.9242,0.9174,-0.0122,1.3686,61.2945,FALSE,FALSE,-21.4853,31
7,2018/9/21,1089257419,0.96,2721455,2569284,0.2498,0.9985,0.9306,0.929,-0.0084,4.2628,73.7268,FALSE,FALSE,-19.1367,31
8,2018/9/25,1089257419,0.955,1805400,1716292,0.1657,0.9915,0.9351,0.9402,-0.0057,3.467,79.6677,FALSE,FALSE,-19.7036,31
9,2018/9/26,1089257419,0.973,2826500,2743655,0.2595,1.0099,0.9429,0.9512,-0.0021,4.9528,83.5147,FALSE,FALSE,-18.2135,31
10,2018/9/27,1089257419,0.97,1881300,1823088,0.1727,1.0093,0.9473,0.958,0.0005,4.1238,84.9357,FALSE,FALSE,-18.2621,31
11,2018/9/28,1089257419,0.977,2447600,2387355,0.2247,1.0163,0.9525,0.967,0.0031,4.3153,88.3507,FALSE,FALSE,-17.6952,31
12,2018/10/8,1089257419,0.934,1754400,1655626,0.1611,0.9731,0.9496,0.9618,0.0017,-0.4883,73.1281,FALSE,FALSE,-21.1937,31
13,2018/10/9,1089257419,0.936,1828555,1713694,0.1679,0.9738,0.9461,0.958,0.0007,-0.5313,59.0085,FALSE,FALSE,-21.137,31
14,2018/10/10,1089257419,0.928,3496500,3262990,0.321,0.9561,0.9411,0.949,-0.0007,-1.6081,42.7288,FALSE,FALSE,-22.5705,31
15,2018/10/11,1089257419,0.887,8468060,7565775,0.7774,0.9308,0.9327,0.9324,-0.0051,-5.8553,30.1694,FALSE,TRUE,-24.6194,31
16,2018/10/12,1089257419,0.914,4759388,4306575,0.4369,0.9499,0.9281,0.9198,-0.0063,-2.9552,30.8873,FALSE,TRUE,-23.0726,31
0,2018/9/12,227597293.9,0.972,0,0,0,1.0138,0.9727,0.9728,0.001,-0.137,36.8746,FALSE,FALSE,-5.7281,32
1,2018/9/13,227597293.9,0.971,3000,2913,0.0013,1.0149,0.9725,0.9724,0.0008,-0.1885,35.6942,FALSE,FALSE,-5.6258,32
2,2018/9/14,227597293.9,0.969,2000,1938,0.0009,1.0155,0.9718,0.9712,0.0005,-0.3257,23.7961,FALSE,FALSE,-5.57,32
3,2018/9/17,227597293.9,0.969,0,0,0,1.0148,0.971,0.9706,0.0002,-0.2573,15.8641,FALSE,FALSE,-5.6351,32
4,2018/9/18,227597293.9,0.973,27000,26258,0.0119,1.0166,0.9712,0.9708,0.0003,0.1716,35.5761,FALSE,FALSE,-5.4677,32
5,2018/9/19,227597293.9,0.976,9600,9370,0.0042,1.0176,0.9721,0.9716,0.0007,0.4287,57.0507,FALSE,FALSE,-5.3747,32
6,2018/9/20,227597293.9,0.976,0,0,0,1.0172,0.973,0.9726,0.0009,0.3771,71.3671,FALSE,FALSE,-5.4119,32
7,2018/9/21,227597293.9,0.975,82483,80421,0.0362,1.0215,0.9735,0.9738,0.001,0.2313,77.2077,FALSE,FALSE,-5.0121,32
8,2018/9/25,227597293.9,0.974,18400,17896,0.0081,1.021,0.9736,0.9748,0.001,0.1199,77.3977,FALSE,FALSE,-5.0586,32
9,2018/9/26,227597293.9,0.974,0,0,0,1.0215,0.9736,0.975,0.001,0.1285,77.5244,FALSE,FALSE,-5.0121,32
10,2018/9/27,227597293.9,0.974,0,0,0,1.0219,0.9737,0.9746,0.001,0.1113,77.6089,FALSE,FALSE,-4.9749,32
11,2018/9/28,227597293.9,0.979,27966,27362,0.0123,1.0231,0.9745,0.9752,0.0013,0.565,85.0726,TRUE,FALSE,-4.8633,32
12,2018/10/8,227597293.9,0.973,79200,77086,0.0348,1.0214,0.9743,0.9748,0.0011,-0.0599,73.3817,TRUE,FALSE,-5.0214,32
13,2018/10/9,227597293.9,0.973,0,0,0,1.023,0.9741,0.9746,0.001,-0.077,60.0323,TRUE,FALSE,-4.8726,32
14,2018/10/10,227597293.9,0.973,0,0,0,1.0224,0.9736,0.9744,0.0008,-0.1112,51.1326,FALSE,FALSE,-4.9284,32
15,2018/10/11,227597293.9,0.972,569593,553571,0.2503,1.0199,0.9735,0.974,0.0006,-0.2395,41.4958,FALSE,FALSE,-5.1609,32
16,2018/10/12,227597293.9,0.974,73526,71614,0.0323,1.0199,0.9736,0.973,0.0006,-0.0428,42.4787,FALSE,FALSE,-5.1609,32
0,2018/9/12,105218834.9,0.972,84600,82168,0.0804,1.0099,0.9727,0.9712,0.0008,-0.2736,25.7151,FALSE,FALSE,-5.9683,33
1,2018/9/13,105218834.9,0.974,218400,212636,0.2076,1.011,0.9732,0.9716,0.0008,-0.0684,30.1064,FALSE,FALSE,-5.8659,33
2,2018/9/14,105218834.9,0.972,7900,7679,0.0075,1.0117,0.9731,0.9716,0.0006,-0.248,29.3302,FALSE,FALSE,-5.8007,33
3,2018/9/17,105218834.9,0.972,0,0,0,1.0109,0.9729,0.9724,0.0004,-0.2309,40.3868,FALSE,FALSE,-5.8752,33
4,2018/9/18,105218834.9,0.972,0,0,0,1.0127,0.9729,0.9724,0.0003,-0.2053,47.7579,FALSE,FALSE,-5.7076,33
5,2018/9/19,105218834.9,0.978,39052,37959,0.0371,1.0136,0.9735,0.9736,0.0007,0.4709,65.1719,FALSE,FALSE,-5.6238,33
6,2018/9/20,105218834.9,0.972,23000,22356,0.0219,1.0133,0.9732,0.9732,0.0005,-0.0343,58.5994,FALSE,FALSE,-5.6518,33
7,2018/9/21,105218834.9,0.979,121500,118620,0.1155,1.0175,0.9743,0.9746,0.0009,0.6253,72.3996,FALSE,FALSE,-5.2607,33
8,2018/9/25,105218834.9,0.979,0,0,0,1.017,0.9749,0.976,0.0013,0.565,81.5998,FALSE,FALSE,-5.3073,33
9,2018/9/26,105218834.9,0.972,60300,58671,0.0573,1.0175,0.975,0.976,0.0009,-0.1541,58.5665,FALSE,FALSE,-5.2607,33
10,2018/9/27,105218834.9,0.972,0,0,0,1.0178,0.9745,0.9748,0.0007,-0.1883,43.211,FALSE,FALSE,-5.2328,33
11,2018/9/28,105218834.9,0.98,3000,2940,0.0029,1.0191,0.9749,0.9764,0.0011,0.5644,58.8073,FALSE,FALSE,-5.1117,33
12,2018/10/8,105218834.9,0.975,12200,11895,0.0116,1.0172,0.9753,0.9756,0.001,0.0256,52.5382,FALSE,FALSE,-5.2886,33
13,2018/10/9,105218834.9,0.975,0,0,0,1.0188,0.9754,0.9748,0.0009,0.0171,48.3588,FALSE,FALSE,-5.1397,33
14,2018/10/10,105218834.9,0.984,868730,847443,0.8256,1.0182,0.9763,0.9772,0.0016,0.8369,65.5725,FALSE,FALSE,-5.1955,33
15,2018/10/11,105218834.9,0.98,300540,294475,0.2856,1.0157,0.9773,0.9788,0.0017,0.3584,66.792,FALSE,FALSE,-5.4283,33
16,2018/10/12,105218834.9,0.98,5000,4900,0.0048,1.0157,0.9783,0.9788,0.0018,0.29,67.6049,FALSE,FALSE,-5.4283,33
0,2018/9/12,62536571.82,0.883,239979,211858,0.3837,0.8597,0.8928,0.8888,-0.0085,-1.304,26.7228,FALSE,TRUE,-23.3437,34
1,2018/9/13,62536571.82,0.867,602980,524755,0.9642,0.8684,0.8891,0.8846,-0.0099,-2.7118,22.4818,FALSE,TRUE,-22.568,34
2,2018/9/14,62536571.82,0.871,14600,12727,0.0233,0.8699,0.8852,0.8794,-0.0107,-1.9696,22.3212,FALSE,TRUE,-22.4342,34
3,2018/9/17,62536571.82,0.86,36200,31168,0.0579,0.8603,0.8803,0.8754,-0.012,-2.8706,14.8808,FALSE,TRUE,-23.2902,34
4,2018/9/18,62536571.82,0.876,192608,166869,0.308,0.8768,0.8803,0.8714,-0.0116,-0.9143,21.4852,FALSE,TRUE,-21.819,34
5,2018/9/19,62536571.82,0.888,154379,136524,0.2469,0.8879,0.8808,0.8724,-0.0103,0.5473,34.0513,FALSE,TRUE,-20.8292,34
6,2018/9/20,62536571.82,0.887,75900,67237,0.1214,0.8873,0.8829,0.8764,-0.0091,0.5194,41.7485,FALSE,TRUE,-20.8827,34
7,2018/9/21,62536571.82,0.91,420367,377682,0.6722,0.914,0.8878,0.8842,-0.0063,2.9897,58.7414,FALSE,FALSE,-18.502,34
8,2018/9/25,62536571.82,0.905,182100,164479,0.2912,0.906,0.8912,0.8932,-0.0044,2.2599,67.0397,FALSE,FALSE,-19.2153,34
9,2018/9/26,62536571.82,0.914,319913,292814,0.5116,0.916,0.8963,0.9008,-0.0022,3.1118,74.2631,FALSE,FALSE,-18.3237,34
10,2018/9/27,62536571.82,0.908,173580,157888,0.2776,0.9123,0.8982,0.9048,-0.0009,2.166,75.8528,FALSE,FALSE,-18.6536,34
11,2018/9/28,62536571.82,0.92,72052,66231,0.1152,0.9214,0.9015,0.9114,0.0011,3.2837,83.3642,FALSE,FALSE,-17.8422,34
12,2018/10/8,62536571.82,0.892,241700,217431,0.3865,0.8827,0.8999,0.9078,0.0004,0.0561,73.3181,FALSE,FALSE,-21.2929,34
13,2018/10/9,62536571.82,0.892,70886,62900,0.1134,0.8822,0.8981,0.9052,-0.0001,-0.1772,61.1976,FALSE,FALSE,-21.3375,34
14,2018/10/10,62536571.82,0.892,16100,14250,0.0257,0.8803,0.8956,0.9008,-0.0006,-0.3723,50.5545,FALSE,FALSE,-21.5069,34
15,2018/10/11,62536571.82,0.868,406115,351041,0.6494,0.8389,0.8915,0.8928,-0.0028,-3.125,41.4325,FALSE,TRUE,-25.1984,34
16,2018/10/12,62536571.82,0.9,48014,42633,0.0768,0.8389,0.8924,0.8888,-0.002,0.2227,50.81,FALSE,TRUE,-25.1984,34
0,2018/9/12,37522876.95,0.859,1155,990,0.0031,0.859,0.8825,0.8732,-0.011,-3.3655,20.2881,FALSE,TRUE,-23.3925,35
1,2018/9/13,37522876.95,0.861,47282,41609,0.126,0.8677,0.8767,0.87,-0.012,-2.7027,17.5254,FALSE,TRUE,-22.6166,35
2,2018/9/14,37522876.95,0.87,18910,16452,0.0504,0.8691,0.8758,0.8698,-0.0118,-1.3792,21.6836,FALSE,TRUE,-22.4918,35
3,2018/9/17,37522876.95,0.87,11952,10398,0.0319,0.8595,0.8755,0.8644,-0.0116,-1.0989,25.5669,FALSE,FALSE,-23.3479,35
4,2018/9/18,37522876.95,0.87,0,0,0,0.8761,0.8742,0.866,-0.0113,-0.7416,28.6725,FALSE,FALSE,-21.8675,35
5,2018/9/19,37522876.95,0.879,16200,14214,0.0432,0.8872,0.8754,0.87,-0.0102,0.3902,37.2968,FALSE,FALSE,-20.8776,35
6,2018/9/20,37522876.95,0.884,238194,209534,0.6348,0.8866,0.8773,0.8746,-0.0088,1.1538,46.8342,FALSE,FALSE,-20.9311,35
7,2018/9/21,37522876.95,0.9,36000,32363,0.0959,0.9132,0.8819,0.8806,-0.0064,2.8571,64.5562,FALSE,FALSE,-18.5588,35
8,2018/9/25,37522876.95,0.901,98832,88808,0.2634,0.9052,0.8856,0.8868,-0.0043,2.7366,76.3708,FALSE,FALSE,-19.2723,35
9,2018/9/26,37522876.95,0.913,59400,54364,0.1583,0.9152,0.891,0.8954,-0.0017,3.6911,80.8573,FALSE,FALSE,-18.3805,35
10,2018/9/27,37522876.95,0.921,22100,20168,0.0589,0.9115,0.8957,0.9038,0.001,4.3626,87.2382,FALSE,FALSE,-18.7104,35
11,2018/9/28,37522876.95,0.916,3000,2750,0.008,0.9206,0.8999,0.9102,0.0028,3.2694,88.4057,FALSE,FALSE,-17.8989,35
12,2018/10/8,37522876.95,0.899,13900,12635,0.037,0.8818,0.9001,0.91,0.0027,0.9734,78.6902,FALSE,FALSE,-21.3591,35
13,2018/10/9,37522876.95,0.874,21300,18899,0.0568,0.8813,0.895,0.9046,0.0007,-1.9538,56.7811,FALSE,FALSE,-21.4037,35
14,2018/10/10,37522876.95,0.886,50504,44586,0.1346,0.8794,0.892,0.8992,0,-0.7561,47.8541,FALSE,FALSE,-21.5732,35
15,2018/10/11,37522876.95,0.848,111600,95778,0.2974,0.838,0.8841,0.8846,-0.0036,-4.8171,31.9027,FALSE,TRUE,-25.2653,35
16,2018/10/12,37522876.95,0.867,3600,3078,0.0096,0.838,0.8807,0.8748,-0.0048,-2.6572,29.9443,FALSE,TRUE,-25.2653,35
0,2018/9/12,433999617.3,0.802,314276,253098,0.0724,0.8657,0.8122,0.813,-0.0032,-1.826,23.6708,FALSE,FALSE,-17.1658,36
1,2018/9/13,433999617.3,0.797,18268,14617,0.0042,0.8823,0.8095,0.8082,-0.0043,-2.1886,15.7805,FALSE,FALSE,-15.5775,36
2,2018/9/14,433999617.3,0.808,1260386,1019389,0.2904,0.8512,0.8086,0.8038,-0.0042,-0.6863,19.687,FALSE,FALSE,-18.5532,36
3,2018/9/17,433999617.3,0.8,28800,23040,0.0066,0.844,0.8067,0.8026,-0.0047,-1.5284,15.6247,FALSE,FALSE,-19.2422,36
4,2018/9/18,433999617.3,0.8,211500,169130,0.0487,0.8604,0.8063,0.8014,-0.0051,-1.3867,16.3424,FALSE,FALSE,-17.6729,36
5,2018/9/19,433999617.3,0.816,165100,134538,0.038,0.8792,0.8074,0.8042,-0.004,0.5649,28.6727,FALSE,FALSE,-15.8741,36
6,2018/9/20,433999617.3,0.815,107320,87379,0.0247,0.873,0.8092,0.8078,-0.0032,0.5345,46.4961,FALSE,FALSE,-16.4673,36
7,2018/9/21,433999617.3,0.825,177979,145927,0.041,0.877,0.8128,0.8112,-0.0017,1.789,64.3307,FALSE,FALSE,-16.0846,36
8,2018/9/25,433999617.3,0.825,35300,29093,0.0081,0.8816,0.8145,0.8162,-0.0006,1.7472,76.2205,FALSE,FALSE,-15.6444,36
9,2018/9/26,433999617.3,0.835,417771,348579,0.0963,0.8828,0.8183,0.8232,0.0011,2.9276,81.9731,FALSE,FALSE,-15.5296,36
10,2018/9/27,433999617.3,0.835,0,0,0,0.871,0.8216,0.827,0.0025,2.6219,85.8081,FALSE,FALSE,-16.6587,36
11,2018/9/28,433999617.3,0.825,194516,159795,0.0448,0.8692,0.8226,0.829,0.0027,1.196,81.1185,FALSE,FALSE,-16.8309,36
12,2018/10/8,433999617.3,0.791,149190,119733,0.0344,0.8416,0.8174,0.8222,0.0001,-2.8653,54.079,FALSE,FALSE,-19.4718,36
13,2018/10/9,433999617.3,0.79,63500,50167,0.0146,0.8294,0.8117,0.8152,-0.002,-2.9186,36.0527,FALSE,FALSE,-20.6392,36
14,2018/10/10,433999617.3,0.777,333874,262843,0.0769,0.8329,0.8046,0.8036,-0.0046,-4.212,24.0351,FALSE,FALSE,-20.3043,36
15,2018/10/11,433999617.3,0.75,386477,290577,0.0891,0.7846,0.7959,0.7866,-0.0088,-7.0632,16.0234,FALSE,TRUE,-24.9258,36
16,2018/10/12,433999617.3,0.735,39771,29153,0.0092,0.8031,0.785,0.7686,-0.0132,-8.3065,11.9284,FALSE,TRUE,-23.1557,36
0,2018/9/12,62085091.22,0.703,0,0,0,0.7031,0.712,0.7078,-0.0081,-1.964,4.9446,FALSE,TRUE,-35.2101,37
1,2018/9/13,62085091.22,0.719,11100,7981,0.0179,0.7126,0.713,0.7088,-0.0071,0.419,32.926,FALSE,TRUE,-34.3347,37
2,2018/9/14,62085091.22,0.719,0,0,0,0.709,0.7143,0.7094,-0.0062,0.5829,51.5803,FALSE,TRUE,-34.6664,37
3,2018/9/17,62085091.22,0.719,0,0,0,0.7061,0.7158,0.7126,-0.0054,0.5946,64.0165,FALSE,FALSE,-34.9337,37
4,2018/9/18,62085091.22,0.719,0,0,0,0.7183,0.7165,0.7158,-0.0048,0.6063,76.011,FALSE,FALSE,-33.8094,37
5,2018/9/19,62085091.22,0.719,0,0,0,0.7226,0.7172,0.719,-0.0042,0.6181,84.0073,FALSE,FALSE,-33.4132,37
6,2018/9/20,62085091.22,0.719,0,0,0,0.7216,0.7178,0.719,-0.0037,0.6298,89.3382,FALSE,FALSE,-33.5053,37
7,2018/9/21,62085091.22,0.738,54022,39799,0.087,0.7378,0.7208,0.7228,-0.0018,3.0846,92.8921,FALSE,FALSE,-32.0125,37
8,2018/9/25,62085091.22,0.722,300,217,0.0005,0.7297,0.7213,0.7234,-0.0015,0.7559,80.0233,FALSE,FALSE,-32.7589,37
9,2018/9/26,62085091.22,0.732,15000,10975,0.0242,0.7333,0.7235,0.726,-0.0005,1.9617,76.1559,FALSE,FALSE,-32.4272,37
10,2018/9/27,62085091.22,0.732,10000,7320,0.0161,0.7284,0.7242,0.7286,0.0003,1.6196,73.5776,FALSE,FALSE,-32.8787,37
11,2018/9/28,62085091.22,0.727,8000,5816,0.0129,0.7343,0.7255,0.7302,0.0006,0.6461,63.0868,FALSE,FALSE,-32.3351,37
12,2018/10/8,62085091.22,0.715,500,358,0.0008,0.7076,0.724,0.7256,-0.0002,-1.1521,42.0579,FALSE,FALSE,-34.7954,37
13,2018/10/9,62085091.22,0.695,18879,13121,0.0304,0.7069,0.7182,0.7202,-0.0024,-3.6506,28.0386,FALSE,TRUE,-34.8599,37
14,2018/10/10,62085091.22,0.705,2200,1551,0.0035,0.7093,0.7151,0.7148,-0.0033,-2.106,26.4443,FALSE,TRUE,-34.6388,37
15,2018/10/11,62085091.22,0.678,2200,1546,0.0035,0.6608,0.7085,0.704,-0.0062,-5.4063,17.6296,FALSE,TRUE,-39.108,37
16,2018/10/12,62085091.22,0.654,200,131,0.0003,0.6608,0.6998,0.6894,-0.0102,-8.06,11.753,FALSE,TRUE,-39.108,37
0,2018/9/12,32270894.62,0.718,400,284,0.0012,0.7023,0.7355,0.734,-0.0041,-3.093,29.5491,FALSE,FALSE,-35.2719,38
1,2018/9/13,32270894.62,0.718,0,0,0,0.7117,0.7308,0.728,-0.0052,-2.7649,32.1994,FALSE,FALSE,-34.4055,38
2,2018/9/14,32270894.62,0.718,0,0,0,0.7082,0.7298,0.722,-0.0061,-2.6,33.9662,FALSE,FALSE,-34.7281,38
3,2018/9/17,32270894.62,0.718,0,0,0,0.7052,0.7271,0.716,-0.0067,-2.2686,35.1442,FALSE,FALSE,-35.0046,38
4,2018/9/18,32270894.62,0.718,5500,3949,0.017,0.7175,0.7252,0.718,-0.0071,-1.9349,35.9294,FALSE,FALSE,-33.871,38
5,2018/9/19,32270894.62,0.719,300,216,0.0009,0.7218,0.7251,0.7182,-0.0072,-1.4731,37.1474,FALSE,FALSE,-33.4747,38
6,2018/9/20,32270894.62,0.719,0,0,0,0.7207,0.7247,0.7184,-0.0073,-1.1457,37.9594,FALSE,FALSE,-33.576,38
7,2018/9/21,32270894.62,0.739,35200,25583,0.1091,0.7369,0.7272,0.7226,-0.0056,1.7089,58.6396,FALSE,FALSE,-32.0829,38
8,2018/9/25,32270894.62,0.739,0,0,0,0.7288,0.7298,0.7268,-0.0043,1.814,72.4264,FALSE,FALSE,-32.8295,38
9,2018/9/26,32270894.62,0.748,100,75,0.0003,0.7324,0.7335,0.7328,-0.0024,3.054,81.6176,FALSE,FALSE,-32.4977,38
10,2018/9/27,32270894.62,0.748,0,0,0,0.7275,0.7355,0.7386,-0.001,3.054,87.7451,FALSE,FALSE,-32.9493,38
11,2018/9/28,32270894.62,0.748,20300,15180,0.0629,0.7334,0.7384,0.7444,0.0002,2.5829,91.83,FALSE,FALSE,-32.4055,38
12,2018/10/8,32270894.62,0.728,1100,798,0.0034,0.7067,0.7371,0.7422,-0.0005,-0.274,76.0348,FALSE,FALSE,-34.8664,38
13,2018/10/9,32270894.62,0.728,0,0,0,0.7059,0.735,0.74,-0.001,-0.3877,65.5047,FALSE,FALSE,-34.9401,38
14,2018/10/10,32270894.62,0.728,0,0,0,0.7084,0.733,0.736,-0.0014,-0.5011,58.4846,FALSE,FALSE,-34.7097,38
15,2018/10/11,32270894.62,0.723,400,289,0.0012,0.6599,0.7314,0.731,-0.0021,-1.2408,49.1749,FALSE,FALSE,-39.1797,38
16,2018/10/12,32270894.62,0.676,23200,15710,0.0719,0.6599,0.7224,0.7166,-0.0064,-7.2172,32.7833,FALSE,TRUE,-39.1797,38
0,2018/9/12,1978629341,0.893,296589,265264,0.015,0.8473,0.9113,0.9012,-0.0186,-2.7056,8.2916,FALSE,TRUE,-21.4007,39
1,2018/9/13,1978629341,0.893,478890,427417,0.0242,0.8565,0.908,0.8984,-0.0188,-2.2798,7.9667,FALSE,TRUE,-20.5473,39
2,2018/9/14,1978629341,0.889,207902,184879,0.0105,0.8593,0.9051,0.8938,-0.0191,-2.2719,6.8263,FALSE,TRUE,-20.2876,39
3,2018/9/17,1978629341,0.883,359714,317653,0.0182,0.8485,0.9012,0.8906,-0.0196,-2.4848,9.2175,FALSE,TRUE,-21.2894,39
4,2018/9/18,1978629341,0.89,322364,285349,0.0163,0.8608,0.8992,0.8896,-0.0192,-1.3668,16.5154,FALSE,TRUE,-20.1484,39
5,2018/9/19,1978629341,0.895,628863,560106,0.0318,0.8761,0.8988,0.89,-0.0183,-0.574,26.4574,FALSE,TRUE,-18.7291,39
6,2018/9/20,1978629341,0.889,247680,221170,0.0125,0.8749,0.898,0.8892,-0.0178,-0.9011,30.0192,FALSE,TRUE,-18.8404,39
7,2018/9/21,1978629341,0.908,548545,494769,0.0277,0.9029,0.8997,0.893,-0.0157,1.3299,51.3854,FALSE,FALSE,-16.243,39
8,2018/9/25,1978629341,0.904,221750,200318,0.0112,0.8907,0.9007,0.8972,-0.0143,0.9116,61.7079,FALSE,FALSE,-17.3748,39
9,2018/9/26,1978629341,0.918,603970,551188,0.0305,0.8995,0.9047,0.9028,-0.0118,2.4173,72.9568,FALSE,FALSE,-16.5584,39
10,2018/9/27,1978629341,0.909,519549,473015,0.0263,0.8901,0.9056,0.9056,-0.0105,1.319,73.6379,FALSE,FALSE,-17.4304,39
11,2018/9/28,1978629341,0.914,223464,204057,0.0113,0.9031,0.9074,0.9106,-0.0089,1.6968,77.8798,FALSE,FALSE,-16.2245,39
12,2018/10/8,1978629341,0.891,500595,447869,0.0253,0.8547,0.9047,0.9072,-0.0094,-0.8439,63.2835,FALSE,FALSE,-20.7143,39
13,2018/10/9,1978629341,0.888,427177,377691,0.0216,0.853,0.9015,0.904,-0.01,-1.1319,52.3339,FALSE,TRUE,-20.872,39
14,2018/10/10,1978629341,0.887,261130,231933,0.0132,0.8509,0.8979,0.8978,-0.0103,-1.2249,44.3096,FALSE,TRUE,-21.0668,39
15,2018/10/11,1978629341,0.826,1332727,1139248,0.0674,0.8085,0.8864,0.8812,-0.0154,-7.5287,31.5397,FALSE,TRUE,-25,39
16,2018/10/12,1978629341,0.834,539951,446825,0.0273,0.8184,0.8766,0.8652,-0.0185,-6.1427,25.6931,FALSE,TRUE,-24.0816,39
0,2018/9/12,669835301.3,1.072,1998400,2145579,0.2983,1.067,1.0974,1.0866,-0.0092,-3.2636,10.0698,FALSE,FALSE,-20.963,40
1,2018/9/13,669835301.3,1.09,2983313,3223549,0.4454,1.085,1.0955,1.086,-0.0093,-1.2979,18.0126,FALSE,FALSE,-19.6296,40
2,2018/9/14,669835301.3,1.093,717678,783489,0.1071,1.091,1.0954,1.0846,-0.009,-0.7341,25.0028,FALSE,FALSE,-19.1852,40
3,2018/9/17,669835301.3,1.085,1213900,1319359,0.1812,1.081,1.0946,1.084,-0.0094,-1.1314,25.2892,FALSE,FALSE,-19.9259,40
4,2018/9/18,669835301.3,1.103,1393119,1522023,0.208,1.105,1.0959,1.0886,-0.0081,0.631,44.3595,FALSE,FALSE,-18.1481,40
5,2018/9/19,669835301.3,1.113,1947227,2164287,0.2907,1.121,1.0991,1.0968,-0.0062,1.5588,59.4341,FALSE,FALSE,-16.963,40
6,2018/9/20,669835301.3,1.117,971238,1085723,0.145,1.121,1.1036,1.1022,-0.0043,2.0169,69.1825,FALSE,FALSE,-16.963,40
7,2018/9/21,669835301.3,1.139,2264084,2565845,0.338,1.121,1.1098,1.1114,-0.001,3.7577,78.0661,FALSE,FALSE,-16.963,40
8,2018/9/25,669835301.3,1.135,1100742,1246892,0.1643,1.121,1.1144,1.1214,0.0012,3.0647,82.1367,FALSE,FALSE,-16.963,40
