Date,unit_total,close,volume,amt,turn,NAV_adj,BBI,MA,MACD,BIAS,KDJ,stage_high,stage_low,risk_downside,fund_id
2018/10/18,3241896.91,0.552,1200,662,0.037,0.541,0.5786,0.5614,-0.0176,-6.6779,10.3617,FALSE,TRUE,-52.3768,3
2018/10/19,3241896.91,0.551,2600,1419,0.0802,0.555,0.5747,0.5572,-0.0187,-5.812,13.0673,FALSE,TRUE,-51.1444,3
2018/10/22,3241896.91,0.589,75315,44016,2.3232,0.58,0.5773,0.5608,-0.0164,1.0725,28.639,FALSE,TRUE,-48.9437,3
2018/10/23,3241896.91,0.593,66515,39000,2.0517,0.572,0.5807,0.5682,-0.0141,2.2414,50.8131,FALSE,TRUE,-49.6479,3
2018/10/24,3241896.91,0.58,20100,11587,0.62,0.571,0.583,0.573,-0.0132,0.5199,59.8641,FALSE,FALSE,-49.7359,3
2018/10/25,3241896.91,0.559,11800,6598,0.364,0.568,0.5788,0.5744,-0.014,-2.3012,54.0337,FALSE,FALSE,-50,3
2018/10/26,3241896.91,0.566,500,283,0.0154,0.568,0.5758,0.5774,-0.0139,-0.4252,54.1016,FALSE,FALSE,-50,3
2018/9/26,408716495.1,0.799,240284,190956,0.0588,0.8019,0.7891,0.7828,-0.02,2.4031,65.2655,FALSE,FALSE,-27.1993,4
2018/9/27,408716495.1,0.803,222875,179723,0.0545,0.8049,0.7918,0.7892,-0.0172,2.9377,71.0103,FALSE,FALSE,-26.9269,4
2018/9/28,408716495.1,0.81,95600,77120,0.0234,0.8105,0.795,0.7976,-0.0143,3.7796,77.7569,FALSE,FALSE,-26.4185,4
2018/10/8,408716495.1,0.774,213955,166737,0.0523,0.7688,0.7918,0.7952,-0.0147,-0.5993,67.2546,FALSE,FALSE,-30.2043,4
2018/10/9,408716495.1,0.767,279900,216940,0.0685,0.7623,0.7869,0.7906,-0.0154,-1.4244,50.8473,FALSE,FALSE,-30.7944,4
2018/10/10,408716495.1,0.758,218200,166168,0.0534,0.7549,0.7802,0.7824,-0.0165,-2.5498,33.8982,FALSE,FALSE,-31.4662,4
2018/10/11,408716495.1,0.724,448269,324993,0.1097,0.7108,0.7713,0.7666,-0.0199,-6.701,29.4364,FALSE,TRUE,-35.4698,4
2018/10/12,408716495.1,0.722,443600,319287,0.1085,0.7182,0.7623,0.749,-0.0225,-6.5574,25.8921,FALSE,TRUE,-34.798,4
2018/10/15,408716495.1,0.714,313800,226427,0.0768,0.7112,0.7524,0.737,-0.0249,-7.0212,21.25,FALSE,TRUE,-35.4335,4
2018/10/16,408716495.1,0.698,235600,165984,0.0576,0.6975,0.7443,0.7232,-0.0278,-8.409,16.0185,FALSE,TRUE,-36.6773,4
2018/10/17,408716495.1,0.7,203200,141545,0.0497,0.6979,0.7367,0.7116,-0.0295,-7.2745,15.8072,FALSE,TRUE,-36.6409,4
2018/10/18,408716495.1,0.676,149300,101819,0.0365,0.6698,0.7265,0.702,-0.0325,-9.3125,10.7869,FALSE,TRUE,-39.192,4
