Date,unit_total,close,volume,amt,turn,NAV_adj,BBI,MA,MACD,BIAS,KDJ,stage_high,stage_low,risk_downside,fund_id
2018/10/25,262843329.7,0.687,0,0,0,0.735,0.6855,0.6786,-0.0287,2.793,82.7339,FALSE,FALSE,-32.42,27
2018/10/26,262843329.7,0.687,0,0,0,0.735,0.6859,0.687,-0.0264,2.7034,86.267,FALSE,FALSE,-32.42,27
2018/9/26,215825032.5,0.958,1621700,1550957,0.7514,0.9904,0.9441,0.9478,0.004,2.0778,86.2034,TRUE,FALSE,-9.445,28
2018/9/27,215825032.5,0.96,81050,77480,0.0376,0.986,0.9466,0.9524,0.0051,2.1096,90.8022,TRUE,FALSE,-9.8473,28
2018/9/28,215825032.5,0.966,188500,181394,0.0873,0.9936,0.9498,0.9584,0.0064,2.5115,91.6459,TRUE,FALSE,-9.1524,28
2018/10/8,215825032.5,0.955,13400,12563,0.0062,0.9697,0.9508,0.9582,0.0065,1.2099,86.0973,TRUE,FALSE,-11.3377,28
2018/10/9,215825032.5,0.955,0,0,0,0.9713,0.9511,0.9588,0.0065,0.9692,78.2315,TRUE,FALSE,-11.1914,28
2018/10/10,215825032.5,0.95,2400,2280,0.0011,0.9728,0.9502,0.9572,0.006,0.2374,66.9692,FALSE,FALSE,-11.0542,28
2018/10/11,215825032.5,0.94,280000,265090,0.1297,0.9436,0.9486,0.9532,0.0047,-0.9918,50.2017,FALSE,FALSE,-13.7241,28
2018/10/12,215825032.5,0.929,9200,8376,0.0043,0.9514,0.9451,0.9458,0.0028,-2.159,44.0233,FALSE,FALSE,-13.0109,28
2018/10/15,215825032.5,0.929,0,0,0,0.9446,0.9416,0.9406,0.0013,-2.0903,39.9044,FALSE,FALSE,-13.6326,28
2018/10/16,215825032.5,0.929,0,0,0,0.9413,0.9393,0.9354,0.0001,-2.0301,37.1585,FALSE,FALSE,-13.9344,28
2018/10/17,215825032.5,0.928,31500,28751,0.0146,0.9461,0.9374,0.931,-0.0009,-1.8941,34.7723,FALSE,FALSE,-13.4955,28
2018/10/18,215825032.5,0.915,444500,406677,0.206,0.9304,0.9338,0.926,-0.0028,-2.9521,31.8235,FALSE,TRUE,-14.931,28
2018/10/19,215825032.5,0.925,278586,254752,0.1291,0.9473,0.932,0.9252,-0.0034,-1.6045,36.0305,FALSE,TRUE,-13.3858,28
2018/10/22,215825032.5,0.94,1560026,1466937,0.7228,0.9687,0.933,0.9274,-0.0026,0.1687,50.551,FALSE,TRUE,-11.4291,28
2018/10/23,215825032.5,0.935,814500,761607,0.3774,0.9544,0.9342,0.9286,-0.0024,-0.089,58.3383,FALSE,FALSE,-12.7366,28
2018/10/24,215825032.5,0.933,361700,337562,0.1676,0.9562,0.9345,0.9296,-0.0024,-0.1071,63.1346,FALSE,FALSE,-12.572,28
2018/10/25,215825032.5,0.934,277700,256856,0.1287,0.9568,0.9339,0.9334,-0.0022,0.1877,67.0898,FALSE,FALSE,-12.5171,28
2018/10/26,215825032.5,0.935,379700,353940,0.1759,0.9568,0.9345,0.9354,-0.002,0.4296,70.4841,FALSE,FALSE,-12.5171,28
2018/9/26,132472911.1,0.766,16000,12274,0.0121,0.7591,0.7547,0.7554,-0.0096,2.3152,52.5633,FALSE,FALSE,-25.3222,29
2018/9/27,132472911.1,0.766,0,0,0,0.7503,0.7578,0.7572,-0.0079,2.0766,66.3347,FALSE,FALSE,-26.1879,29
2018/9/28,132472911.1,0.759,16992,12837,0.0128,0.7571,0.7583,0.7588,-0.0071,0.998,70.7537,FALSE,FALSE,-25.5189,29
2018/10/8,132472911.1,0.728,114276,83257,0.0863,0.7337,0.7528,0.7544,-0.0088,-2.7605,52.2006,FALSE,FALSE,-27.821,29
2018/10/9,132472911.1,0.73,537799,382947,0.406,0.7319,0.7481,0.7498,-0.0099,-2.3847,45.3824,FALSE,TRUE,-27.998,29
2018/10/10,132472911.1,0.724,19200,13967,0.0145,0.7313,0.7427,0.7414,-0.0111,-2.8514,37.6624,FALSE,TRUE,-28.0571,29
2018/10/11,132472911.1,0.669,223469,153327,0.1687,0.6842,0.7312,0.722,-0.0163,-9.5335,25.1082,FALSE,TRUE,-32.6906,29
2018/10/12,132472911.1,0.683,86100,56617,0.065,0.6803,0.7219,0.7068,-0.0191,-7.2431,28.0133,FALSE,TRUE,-33.0743,29
2018/10/15,132472911.1,0.672,59325,40166,0.0448,0.6687,0.7111,0.6956,-0.022,-7.8505,27.254,FALSE,TRUE,-34.2154,29
2018/10/16,132472911.1,0.645,57400,37716,0.0433,0.6544,0.7022,0.6786,-0.0261,-10.4685,20.1301,FALSE,TRUE,-35.6222,29
2018/10/17,132472911.1,0.661,26800,17640,0.0202,0.6597,0.6946,0.666,-0.0278,-7.2931,19.3024,FALSE,FALSE,-35.1008,29
2018/10/18,132472911.1,0.652,36700,23940,0.0277,0.643,0.6867,0.6626,-0.0295,-7.463,16.5448,FALSE,FALSE,-36.7437,29
2018/10/19,132472911.1,0.663,25888,16932,0.0195,0.6598,0.6849,0.6586,-0.0296,-4.7414,20.6518,FALSE,TRUE,-35.091,29
2018/10/22,132472911.1,0.698,150484,104462,0.1136,0.6905,0.6867,0.6638,-0.0266,1.1106,35.4174,FALSE,TRUE,-32.0708,29
2018/10/23,132472911.1,0.671,61300,41165,0.0463,0.6783,0.6856,0.669,-0.026,-1.757,40.7544,FALSE,TRUE,-33.271,29
2018/10/24,132472911.1,0.672,35500,23731,0.0268,0.6774,0.6854,0.6712,-0.0252,-0.9337,41.8522,FALSE,FALSE,-33.3596,29
2018/10/25,132472911.1,0.672,25400,17055,0.0192,0.6759,0.6818,0.6752,-0.0243,-0.2227,42.584,FALSE,FALSE,-33.5071,29
2018/10/26,132472911.1,0.67,1210,811,0.0009,0.6759,0.6804,0.6766,-0.0235,0.1495,42.2782,FALSE,FALSE,-33.5071,29
2018/9/26,83251258.32,0.76,15400,11854,0.0185,0.7576,0.7559,0.7544,-0.0055,1.8767,71.9292,FALSE,FALSE,-25.4697,30
2018/9/27,83251258.32,0.743,100004,74251,0.1201,0.7489,0.7533,0.7572,-0.006,-0.48,60.7188,FALSE,FALSE,-26.3256,30
2018/9/28,83251258.32,0.747,11400,8522,0.0137,0.7556,0.7521,0.7588,-0.0059,-0.0669,56.082,FALSE,FALSE,-25.6665,30
2018/10/8,83251258.32,0.731,1600,1176,0.0019,0.7322,0.7488,0.7506,-0.0071,-2.1528,38.9384,FALSE,FALSE,-27.9685,30
2018/10/9,83251258.32,0.726,10000,7260,0.012,0.7305,0.7446,0.7414,-0.0083,-2.7136,25.9589,FALSE,FALSE,-28.1358,30
2018/10/10,83251258.32,0.727,1600,1163,0.0019,0.7298,0.74,0.7348,-0.0091,-2.3506,18.0306,FALSE,FALSE,-28.2046,30
2018/10/11,83251258.32,0.672,42800,29653,0.0514,0.6828,0.7287,0.7206,-0.014,-9.0047,12.0204,FALSE,TRUE,-32.8283,30
2018/10/12,83251258.32,0.69,70000,47471,0.0841,0.6789,0.7214,0.7092,-0.0163,-5.9946,16.4984,FALSE,TRUE,-33.212,30
2018/10/15,83251258.32,0.67,21400,14505,0.0257,0.6673,0.7114,0.697,-0.0194,-8.1038,13.4681,FALSE,TRUE,-34.3532,30
2018/10/16,83251258.32,0.653,18800,12404,0.0226,0.6531,0.7037,0.6824,-0.023,-9.5463,9.2818,FALSE,TRUE,-35.7501,30
2018/10/17,83251258.32,0.653,17700,11862,0.0213,0.6583,0.694,0.6676,-0.0256,-8.2865,6.4909,FALSE,TRUE,-35.2386,30
2018/10/18,83251258.32,0.642,1800,1156,0.0022,0.6417,0.6843,0.6616,-0.0282,-8.4383,4.3272,FALSE,TRUE,-36.8716,30
2018/10/19,83251258.32,0.658,36200,23820,0.0435,0.6585,0.681,0.6552,-0.0287,-5.0048,7.3293,FALSE,TRUE,-35.2189,30
2018/10/22,83251258.32,0.699,94100,62220,0.113,0.6891,0.6839,0.661,-0.0254,1.4514,20.7195,FALSE,TRUE,-32.2086,30
2018/10/23,83251258.32,0.697,1000,697,0.0012,0.6769,0.6882,0.6698,-0.0227,1.7766,29.0908,FALSE,FALSE,-33.4088,30
2018/10/24,83251258.32,0.691,1200,829,0.0014,0.676,0.6912,0.6774,-0.0208,1.394,48.0488,FALSE,FALSE,-33.4973,30
2018/10/25,83251258.32,0.661,21400,14145,0.0257,0.6745,0.6862,0.6812,-0.0215,-2.231,43.1437,FALSE,FALSE,-33.6449,30
2018/10/26,83251258.32,0.671,8900,6064,0.0107,0.6745,0.6833,0.6838,-0.021,-0.0621,45.7215,FALSE,FALSE,-33.6449,30
2018/9/26,1089257419,0.973,2826500,2743655,0.2595,1.0099,0.9429,0.9512,-0.0021,4.9528,83.5147,FALSE,FALSE,-18.2135,31
2018/9/27,1089257419,0.97,1881300,1823088,0.1727,1.0093,0.9473,0.958,0.0005,4.1238,84.9357,FALSE,FALSE,-18.2621,31
2018/9/28,1089257419,0.977,2447600,2387355,0.2247,1.0163,0.9525,0.967,0.0031,4.3153,88.3507,FALSE,FALSE,-17.6952,31
2018/10/8,1089257419,0.934,1754400,1655626,0.1611,0.9731,0.9496,0.9618,0.0017,-0.4883,73.1281,FALSE,FALSE,-21.1937,31
2018/10/9,1089257419,0.936,1828555,1713694,0.1679,0.9738,0.9461,0.958,0.0007,-0.5313,59.0085,FALSE,FALSE,-21.137,31
2018/10/10,1089257419,0.928,3496500,3262990,0.321,0.9561,0.9411,0.949,-0.0007,-1.6081,42.7288,FALSE,FALSE,-22.5705,31
2018/10/11,1089257419,0.887,8468060,7565775,0.7774,0.9308,0.9327,0.9324,-0.0051,-5.8553,30.1694,FALSE,TRUE,-24.6194,31
2018/10/12,1089257419,0.914,4759388,4306575,0.4369,0.9499,0.9281,0.9198,-0.0063,-2.9552,30.8873,FALSE,TRUE,-23.0726,31
2018/10/15,1089257419,0.906,1978900,1798412,0.1817,0.9374,0.9224,0.9142,-0.0078,-3.5486,28.6724,FALSE,TRUE,-24.0849,31
2018/10/16,1089257419,0.907,319280,289713,0.0293,0.934,0.9219,0.9084,-0.0089,-3.2275,27.6183,FALSE,FALSE,-24.3602,31
2018/10/17,1089257419,0.912,759209,689979,0.0697,0.9314,0.9194,0.9052,-0.0092,-2.277,28.6163,FALSE,FALSE,-24.5708,31
2018/10/18,1089257419,0.885,1317765,1173158,0.121,0.9125,0.9139,0.9048,-0.0114,-4.5736,20.2011,FALSE,FALSE,-26.1014,31
2018/10/19,1089257419,0.904,1232525,1107014,0.1132,0.9431,0.9128,0.9028,-0.0116,-1.9168,29.2082,FALSE,TRUE,-23.6233,31
2018/10/22,1089257419,0.948,4507978,4244203,0.4139,0.9757,0.9171,0.9112,-0.008,3.0621,51.1794,FALSE,TRUE,-20.9832,31
2018/10/23,1089257419,0.925,1988500,1835749,0.1826,0.9387,0.9202,0.9148,-0.007,1.0377,56.4773,FALSE,TRUE,-23.9796,31
2018/10/24,1089257419,0.906,2041671,1847020,0.1874,0.9303,0.9197,0.9136,-0.0077,-0.7848,52.2857,FALSE,FALSE,-24.6599,31
2018/10/25,1089257419,0.902,1861484,1651566,0.1709,0.9288,0.9147,0.917,-0.0084,-0.9154,47.8653,FALSE,FALSE,-24.7813,31
2018/10/26,1089257419,0.897,1575600,1403408,0.1446,0.9288,0.9121,0.9156,-0.0093,-1.1842,42.8858,FALSE,FALSE,-24.7813,31
2018/9/26,227597293.9,0.974,0,0,0,1.0215,0.9736,0.975,0.001,0.1285,77.5244,FALSE,FALSE,-5.0121,32
2018/9/27,227597293.9,0.974,0,0,0,1.0219,0.9737,0.9746,0.001,0.1113,77.6089,FALSE,FALSE,-4.9749,32
2018/9/28,227597293.9,0.979,27966,27362,0.0123,1.0231,0.9745,0.9752,0.0013,0.565,85.0726,TRUE,FALSE,-4.8633,32
2018/10/8,227597293.9,0.973,79200,77086,0.0348,1.0214,0.9743,0.9748,0.0011,-0.0599,73.3817,TRUE,FALSE,-5.0214,32
2018/10/9,227597293.9,0.973,0,0,0,1.023,0.9741,0.9746,0.001,-0.077,60.0323,TRUE,FALSE,-4.8726,32
2018/10/10,227597293.9,0.973,0,0,0,1.0224,0.9736,0.9744,0.0008,-0.1112,51.1326,FALSE,FALSE,-4.9284,32
2018/10/11,227597293.9,0.972,569593,553571,0.2503,1.0199,0.9735,0.974,0.0006,-0.2395,41.4958,FALSE,FALSE,-5.1609,32
2018/10/12,227597293.9,0.974,73526,71614,0.0323,1.022,0.9736,0.973,0.0006,-0.0428,42.4787,FALSE,FALSE,-4.9656,32
2018/10/15,227597293.9,0.974,0,0,0,1.022,0.9734,0.9732,0.0006,-0.0257,43.1339,FALSE,FALSE,-4.9656,32
2018/10/16,227597293.9,0.982,71694,70404,0.0315,1.0222,0.9749,0.975,0.0012,0.7438,57.3274,TRUE,FALSE,-4.947,32
2018/10/17,227597293.9,0.982,0,0,0,1.0238,0.9762,0.9768,0.0017,0.6835,66.7897,TRUE,FALSE,-4.7982,32
2018/10/18,227597293.9,0.975,74043,72197,0.0325,1.0226,0.9764,0.9774,0.0015,-0.0427,56.4312,TRUE,FALSE,-4.9098,32
2018/10/19,227597293.9,0.985,1343,1317,0.0006,1.0249,0.9776,0.9796,0.0021,0.8877,70.9541,TRUE,FALSE,-4.6959,32
2018/10/22,227597293.9,0.998,63900,63088,0.0281,1.0273,0.9807,0.9844,0.0036,2.0102,80.6361,TRUE,FALSE,-4.4728,32
2018/10/23,227597293.9,0.992,6200,6139,0.0027,1.0261,0.9833,0.9864,0.0042,1.2848,79.9479,TRUE,FALSE,-4.5843,32
2018/10/24,227597293.9,0.991,6051,5997,0.0027,1.0264,0.9848,0.9882,0.0046,1.028,76.9097,TRUE,FALSE,-4.5564,32
2018/10/25,227597293.9,0.991,0,0,0,1.026,0.9851,0.9914,0.0049,0.8737,74.8842,FALSE,FALSE,-4.5936,32
2018/10/26,227597293.9,0.992,49506,49110,0.0218,1.026,0.9865,0.9928,0.0051,0.813,74.5605,FALSE,FALSE,-4.5936,32
2018/9/26,105218834.9,0.972,60300,58671,0.0573,1.0175,0.975,0.976,0.0009,-0.1541,58.5665,FALSE,FALSE,-5.2607,33
2018/9/27,105218834.9,0.972,0,0,0,1.0178,0.9745,0.9748,0.0007,-0.1883,43.211,FALSE,FALSE,-5.2328,33
2018/9/28,105218834.9,0.98,3000,2940,0.0029,1.0191,0.9749,0.9764,0.0011,0.5644,58.8073,FALSE,FALSE,-5.1117,33
2018/10/8,105218834.9,0.975,12200,11895,0.0116,1.0172,0.9753,0.9756,0.001,0.0256,52.5382,FALSE,FALSE,-5.2886,33
2018/10/9,105218834.9,0.975,0,0,0,1.0188,0.9754,0.9748,0.0009,0.0171,48.3588,FALSE,FALSE,-5.1397,33
2018/10/10,105218834.9,0.984,868730,847443,0.8256,1.0182,0.9763,0.9772,0.0016,0.8369,65.5725,FALSE,FALSE,-5.1955,33
2018/10/11,105218834.9,0.98,300540,294475,0.2856,1.0157,0.9773,0.9788,0.0017,0.3584,66.792,FALSE,FALSE,-5.4283,33
2018/10/12,105218834.9,0.98,5000,4900,0.0048,1.0178,0.9783,0.9788,0.0018,0.29,67.6049,FALSE,FALSE,-5.2328,33
2018/10/15,105218834.9,0.982,266305,262016,0.2531,1.0177,0.9782,0.9802,0.0021,0.4604,67.9866,FALSE,FALSE,-5.2421,33
2018/10/16,105218834.9,0.988,275513,271975,0.2618,1.0179,0.9798,0.9828,0.0027,0.9365,78.6577,FALSE,FALSE,-5.2235,33
2018/10/17,105218834.9,0.988,0,0,0,1.0195,0.9814,0.9836,0.0032,0.8592,85.7718,FALSE,FALSE,-5.0745,33
2018/10/18,105218834.9,0.982,48900,48020,0.0465,1.0183,0.9815,0.984,0.003,0.2211,75.1299,FALSE,FALSE,-5.1862,33
2018/10/19,105218834.9,0.982,0,0,0,1.0206,0.9814,0.9844,0.0029,0.136,68.0353,FALSE,FALSE,-4.9721,33
2018/10/22,105218834.9,0.997,287700,286876,0.2734,1.0229,0.9836,0.9874,0.0039,1.45,77.241,TRUE,FALSE,-4.7579,33
2018/10/23,105218834.9,0.997,0,0,0,1.0218,0.9861,0.9892,0.0047,1.304,83.24,TRUE,FALSE,-4.8603,33
2018/10/24,105218834.9,0.994,165112,164636,0.1569,1.022,0.988,0.9904,0.005,0.8369,81.4193,TRUE,FALSE,-4.8417,33
2018/10/25,105218834.9,0.995,277401,276289,0.2636,1.0216,0.9888,0.993,0.0053,0.768,81.7305,TRUE,FALSE,-4.879,33
2018/10/26,105218834.9,0.994,10000,9940,0.0095,1.0216,0.9894,0.9954,0.0053,0.5818,79.487,TRUE,FALSE,-4.879,33
2018/9/26,62536571.82,0.914,319913,292814,0.5116,0.916,0.8963,0.9008,-0.0022,3.1118,74.2631,FALSE,FALSE,-18.3237,34
2018/9/27,62536571.82,0.908,173580,157888,0.2776,0.9123,0.8982,0.9048,-0.0009,2.166,75.8528,FALSE,FALSE,-18.6536,34
2018/9/28,62536571.82,0.92,72052,66231,0.1152,0.9214,0.9015,0.9114,0.0011,3.2837,83.3642,FALSE,FALSE,-17.8422,34
2018/10/8,62536571.82,0.892,241700,217431,0.3865,0.8827,0.8999,0.9078,0.0004,0.0561,73.3181,FALSE,FALSE,-21.2929,34
2018/10/9,62536571.82,0.892,70886,62900,0.1134,0.8822,0.8981,0.9052,-0.0001,-0.1772,61.1976,FALSE,FALSE,-21.3375,34
2018/10/10,62536571.82,0.892,16100,14250,0.0257,0.8803,0.8956,0.9008,-0.0006,-0.3723,50.5545,FALSE,FALSE,-21.5069,34
2018/10/11,62536571.82,0.868,406115,351041,0.6494,0.8389,0.8915,0.8928,-0.0028,-3.125,41.4325,FALSE,TRUE,-25.1984,34
2018/10/12,62536571.82,0.9,48014,42633,0.0768,0.8508,0.8924,0.8888,-0.002,0.2227,50.81,FALSE,TRUE,-24.1373,34
2018/10/15,62536571.82,0.897,111200,99820,0.1778,0.8392,0.8921,0.8898,-0.0015,-0.1947,55.6125,FALSE,TRUE,-25.1716,34
2018/10/16,62536571.82,0.88,101554,89343,0.1624,0.8322,0.8922,0.8874,-0.0025,-2.0226,50.8005,FALSE,FALSE,-25.7958,34
2018/10/17,62536571.82,0.861,197994,171327,0.3166,0.8368,0.8863,0.8812,-0.0048,-3.7003,38.6979,FALSE,TRUE,-25.3856,34
2018/10/18,62536571.82,0.845,163632,139033,0.2617,0.8174,0.8783,0.8766,-0.0078,-4.9583,26.2372,FALSE,TRUE,-27.1155,34
2018/10/19,62536571.82,0.865,354871,299092,0.5675,0.8413,0.8756,0.8696,-0.0085,-2.2599,30.2255,FALSE,TRUE,-24.9844,34
2018/10/22,62536571.82,0.886,437243,384441,0.6992,0.8768,0.8767,0.8674,-0.0072,0.3208,40.7496,FALSE,TRUE,-21.819,34
2018/10/23,62536571.82,0.851,146013,126850,0.2335,0.8542,0.8734,0.8616,-0.009,-3.0107,34.657,FALSE,TRUE,-23.8342,34
2018/10/24,62536571.82,0.87,183178,159018,0.2929,0.8553,0.8728,0.8634,-0.0087,-0.6377,37.7114,FALSE,FALSE,-23.7361,34
2018/10/25,62536571.82,0.88,121787,105713,0.1947,0.857,0.873,0.8704,-0.0076,0.6193,48.8125,FALSE,FALSE,-23.5845,34
2018/10/26,62536571.82,0.877,91399,80022,0.1462,0.857,0.8762,0.8728,-0.0069,0.4198,55.4272,FALSE,FALSE,-23.5845,34
2018/9/26,37522876.95,0.913,59400,54364,0.1583,0.9152,0.891,0.8954,-0.0017,3.6911,80.8573,FALSE,FALSE,-18.3805,35
2018/9/27,37522876.95,0.921,22100,20168,0.0589,0.9115,0.8957,0.9038,0.001,4.3626,87.2382,FALSE,FALSE,-18.7104,35
2018/9/28,37522876.95,0.916,3000,2750,0.008,0.9206,0.8999,0.9102,0.0028,3.2694,88.4057,FALSE,FALSE,-17.8989,35
2018/10/8,37522876.95,0.899,13900,12635,0.037,0.8818,0.9001,0.91,0.0027,0.9734,78.6902,FALSE,FALSE,-21.3591,35
2018/10/9,37522876.95,0.874,21300,18899,0.0568,0.8813,0.895,0.9046,0.0007,-1.9538,56.7811,FALSE,FALSE,-21.4037,35
2018/10/10,37522876.95,0.886,50504,44586,0.1346,0.8794,0.892,0.8992,0,-0.7561,47.8541,FALSE,FALSE,-21.5732,35
2018/10/11,37522876.95,0.848,111600,95778,0.2974,0.838,0.8841,0.8846,-0.0036,-4.8171,31.9027,FALSE,TRUE,-25.2653,35
2018/10/12,37522876.95,0.867,3600,3078,0.0096,0.8499,0.8807,0.8748,-0.0048,-2.6572,29.9443,FALSE,TRUE,-24.204,35
2018/10/15,37522876.95,0.877,24900,21822,0.0664,0.8383,0.8782,0.8704,-0.0049,-1.516,33.2049,FALSE,TRUE,-25.2386,35
2018/10/16,37522876.95,0.877,0,0,0,0.8314,0.8793,0.871,-0.0049,-1.4514,35.3786,FALSE,TRUE,-25.8539,35
2018/10/17,37522876.95,0.858,21499,18335,0.0573,0.8363,0.8767,0.8654,-0.0064,-3.2058,34.6968,FALSE,TRUE,-25.4169,35
2018/10/18,37522876.95,0.84,6300,5278,0.0168,0.8169,0.87,0.8638,-0.0089,-4.6899,26.7027,FALSE,TRUE,-27.1471,35
2018/10/19,37522876.95,0.9,32000,28894,0.0853,0.8407,0.8741,0.8704,-0.006,2.2437,39.2303,FALSE,TRUE,-25.0245,35
2018/10/22,37522876.95,0.908,13058,11805,0.0348,0.8762,0.8798,0.8766,-0.003,3.2796,49.7524,FALSE,FALSE,-21.8586,35
2018/10/23,37522876.95,0.868,8100,7090,0.0216,0.8537,0.8809,0.8748,-0.0038,-0.8189,44.9677,FALSE,FALSE,-23.8652,35
2018/10/24,37522876.95,0.878,2900,2502,0.0077,0.8548,0.8788,0.8788,-0.0036,0.5248,44.7277,FALSE,FALSE,-23.7671,35
2018/10/25,37522876.95,0.874,24700,20807,0.0658,0.8564,0.8768,0.8856,-0.0038,0.0668,43.7315,FALSE,TRUE,-23.6244,35
2018/10/26,37522876.95,0.878,13700,11696,0.0365,0.8564,0.8791,0.8812,-0.0035,0.6015,44.2268,FALSE,TRUE,-23.6244,35
2018/9/26,433999617.3,0.835,417771,348579,0.0963,0.8828,0.8183,0.8232,0.0011,2.9276,81.9731,FALSE,FALSE,-15.5296,36
2018/9/27,433999617.3,0.835,0,0,0,0.871,0.8216,0.827,0.0025,2.6219,85.8081,FALSE,FALSE,-16.6587,36
2018/9/28,433999617.3,0.825,194516,159795,0.0448,0.8692,0.8226,0.829,0.0027,1.196,81.1185,FALSE,FALSE,-16.8309,36
2018/10/8,433999617.3,0.791,149190,119733,0.0344,0.8416,0.8174,0.8222,0.0001,-2.8653,54.079,FALSE,FALSE,-19.4718,36
2018/10/9,433999617.3,0.79,63500,50167,0.0146,0.8294,0.8117,0.8152,-0.002,-2.9186,36.0527,FALSE,FALSE,-20.6392,36
2018/10/10,433999617.3,0.777,333874,262843,0.0769,0.8329,0.8046,0.8036,-0.0046,-4.212,24.0351,FALSE,FALSE,-20.3043,36
2018/10/11,433999617.3,0.75,386477,290577,0.0891,0.7846,0.7959,0.7866,-0.0088,-7.0632,16.0234,FALSE,TRUE,-24.9258,36
2018/10/12,433999617.3,0.735,39771,29153,0.0092,0.8031,0.785,0.7686,-0.0132,-8.3065,11.9284,FALSE,TRUE,-23.1557,36
2018/10/15,433999617.3,0.758,25571,18870,0.0059,0.8014,0.7788,0.762,-0.0146,-4.8635,16.3635,FALSE,TRUE,-23.3183,36
2018/10/16,433999617.3,0.754,1200,874,0.0003,0.7847,0.7756,0.7548,-0.0159,-4.7579,19.4717,FALSE,TRUE,-24.9163,36
2018/10/17,433999617.3,0.75,326755,239595,0.0753,0.8027,0.7728,0.7494,-0.0171,-4.5093,21.0619,FALSE,TRUE,-23.194,36
2018/10/18,433999617.3,0.739,38900,28817,0.009,0.7909,0.767,0.7472,-0.0186,-5.0434,19.2,FALSE,TRUE,-24.323,36
2018/10/19,433999617.3,0.775,77925,58055,0.018,0.8247,0.768,0.7552,-0.0168,0.2263,34.2912,FALSE,FALSE,-21.0889,36
2018/10/22,433999617.3,0.81,310556,245200,0.0716,0.8619,0.7756,0.7656,-0.0124,5.0357,56.1942,FALSE,FALSE,-17.5294,36
2018/10/23,433999617.3,0.785,758637,596489,0.1748,0.85,0.7796,0.7718,-0.0107,2.2357,60.8755,FALSE,FALSE,-18.6681,36
2018/10/24,433999617.3,0.783,667700,522854,0.1538,0.843,0.7811,0.7784,-0.0095,2.0639,63.2027,FALSE,FALSE,-19.3379,36
2018/10/25,433999617.3,0.784,311800,241890,0.0718,0.8434,0.7801,0.7874,-0.0084,2.2609,65.151,FALSE,FALSE,-19.2996,36
2018/10/26,433999617.3,0.788,51400,40502,0.0118,0.8434,0.7824,0.79,-0.007,2.6599,68.0372,FALSE,FALSE,-19.2996,36
2018/9/26,62085091.22,0.732,15000,10975,0.0242,0.7333,0.7235,0.726,-0.0005,1.9617,76.1559,FALSE,FALSE,-32.4272,37
2018/9/27,62085091.22,0.732,10000,7320,0.0161,0.7284,0.7242,0.7286,0.0003,1.6196,73.5776,FALSE,FALSE,-32.8787,37
2018/9/28,62085091.22,0.727,8000,5816,0.0129,0.7343,0.7255,0.7302,0.0006,0.6461,63.0868,FALSE,FALSE,-32.3351,37
2018/10/8,62085091.22,0.715,500,358,0.0008,0.7076,0.724,0.7256,-0.0002,-1.1521,42.0579,FALSE,FALSE,-34.7954,37
2018/10/9,62085091.22,0.695,18879,13121,0.0304,0.7069,0.7182,0.7202,-0.0024,-3.6506,28.0386,FALSE,TRUE,-34.8599,37
2018/10/10,62085091.22,0.705,2200,1551,0.0035,0.7093,0.7151,0.7148,-0.0033,-2.106,26.4443,FALSE,TRUE,-34.6388,37
2018/10/11,62085091.22,0.678,2200,1546,0.0035,0.6608,0.7085,0.704,-0.0062,-5.4063,17.6296,FALSE,TRUE,-39.108,37
2018/10/12,62085091.22,0.654,200,131,0.0003,0.6483,0.6998,0.6894,-0.0102,-8.06,11.753,FALSE,TRUE,-40.2599,37
2018/10/15,62085091.22,0.658,600,389,0.001,0.64,0.691,0.678,-0.013,-6.8319,12.3297,FALSE,TRUE,-41.0247,37
2018/10/16,62085091.22,0.658,0,0,0,0.6353,0.6851,0.6706,-0.015,-6.1564,12.871,FALSE,TRUE,-41.4578,37
2018/10/17,62085091.22,0.655,3300,2168,0.0053,0.6427,0.6811,0.6606,-0.0166,-5.6536,12.2844,FALSE,TRUE,-40.7759,37
2018/10/18,62085091.22,0.612,5994,3671,0.0097,0.632,0.67,0.6474,-0.0211,-10.6678,11.6678,FALSE,TRUE,-41.7619,37
2018/10/19,62085091.22,0.633,70800,44815,0.114,0.6525,0.6631,0.6432,-0.0227,-6.4762,18.2547,FALSE,TRUE,-39.8728,37
2018/10/22,62085091.22,0.696,16097,11145,0.0259,0.7147,0.6675,0.6508,-0.0187,3.2896,42.646,FALSE,TRUE,-34.1412,37
2018/10/23,62085091.22,0.706,37492,26718,0.0604,0.7117,0.6769,0.6604,-0.0146,5.0465,56.6973,FALSE,FALSE,-34.4176,37
2018/10/24,62085091.22,0.741,6900,4944,0.0111,0.7275,0.6903,0.6776,-0.0084,9.8999,71.1316,FALSE,FALSE,-32.9617,37
2018/10/25,62085091.22,0.747,155495,111375,0.2505,0.755,0.6998,0.7046,-0.0029,10.0823,80.7544,FALSE,FALSE,-30.4276,37
2018/10/26,62085091.22,0.739,23800,17547,0.0383,0.755,0.7087,0.7258,0.0007,8.4505,84.9324,FALSE,FALSE,-30.4276,37
2018/9/26,32270894.62,0.748,100,75,0.0003,0.7324,0.7335,0.7328,-0.0024,3.054,81.6176,FALSE,FALSE,-32.4977,38
2018/9/27,32270894.62,0.748,0,0,0,0.7275,0.7355,0.7386,-0.001,3.054,87.7451,FALSE,FALSE,-32.9493,38
