,Date,unit_total,close,volume,amt,turn,NAV_adj,BBI,MA,MACD,BIAS,KDJ,stage_high,stage_low,risk_downside,fund_id
16,2018-10-19,408716495.14,0.695,207300.0,139432.0,0.0507,0.6698,0.7216,0.6966,-0.033,-5.6668,15.5246,False,True,-39.192,4.0
0,2018-09-19,47000439.28,0.865,3306.0,2859.0,0.007,0.8594,0.8685,0.854,-0.0217,-1.5647,21.4716,False,True,-20.7634,5.0
1,2018-09-20,47000439.28,0.865,1000.0,865.0,0.0021,0.8538,0.869,0.8494,-0.0208,-1.2369,29.4185,False,True,-21.2797,5.0
2,2018-09-21,47000439.28,0.89,500.0,445.0,0.0011,0.8802,0.8733,0.8584,-0.0178,1.7143,52.3396,False,False,-18.8457,5.0
3,2018-09-25,47000439.28,0.917,300.0,275.0,0.0006,0.8756,0.8814,0.8746,-0.0131,4.6207,67.8199,False,False,-19.2698,5.0
4,2018-09-26,47000439.28,0.918,1000.0,909.0,0.0021,0.8839,0.8901,0.891,-0.0092,4.5558,78.5466,False,False,-18.5045,5.0
5,2018-09-27,47000439.28,0.918,100.0,92.0,0.0002,0.8776,0.8967,0.9016,-0.006,4.3775,85.6977,False,False,-19.0854,5.0
6,2018-09-28,47000439.28,0.918,0.0,0.0,0.0,0.8864,0.8999,0.9122,-0.0035,4.0816,90.4652,False,False,-18.274,5.0
7,2018-10-08,47000439.28,0.914,10100.0,8591.0,0.0215,0.8463,0.902,0.917,-0.0018,3.3742,92.0174,False,False,-21.9712,5.0
8,2018-10-09,47000439.28,0.896,19900.0,16802.0,0.0423,0.8384,0.9003,0.9128,-0.0019,1.262,85.2766,False,False,-22.6996,5.0
9,2018-10-10,47000439.28,0.893,16940.0,14236.0,0.036,0.8305,0.8981,0.9078,-0.0021,0.4688,80.6058,False,True,-23.428,5.0
10,2018-10-11,47000439.28,0.876,34458.0,27971.0,0.0733,0.7768,0.8934,0.8994,-0.0037,-1.8121,66.764,False,True,-28.3791,5.0
11,2018-10-12,47000439.28,0.85,7269.0,5842.0,0.0155,0.7769,0.8863,0.8858,-0.0069,-4.8507,55.1623,False,True,-28.3699,5.0
12,2018-10-15,47000439.28,0.781,39700.0,31337.0,0.0845,0.7627,0.8682,0.8592,-0.0149,-11.8842,38.7998,False,True,-29.6791,5.0
13,2018-10-16,47000439.28,0.75,21100.0,16004.0,0.0449,0.7466,0.8469,0.83,-0.0234,-14.4568,25.8665,False,True,-31.1636,5.0
14,2018-10-17,47000439.28,0.746,300.0,224.0,0.0006,0.7564,0.8274,0.8006,-0.0302,-13.7323,17.2443,False,True,-30.26,5.0
15,2018-10-18,47000439.28,0.788,6500.0,5128.0,0.0138,0.7332,0.8198,0.783,-0.0318,-7.7283,17.4284,False,True,-32.399,5.0
16,2018-10-19,47000439.28,0.758,7000.0,5285.0,0.0149,0.7332,0.8107,0.7646,-0.0351,-9.8335,17.4,False,True,-32.399,5.0
0,2018-09-19,28337319.85,0.851,3500.0,2950.0,0.0124,0.856,0.8804,0.8822,-0.0125,-3.3869,35.0386,False,True,-20.836,6.0
1,2018-09-20,28337319.85,0.858,1500.0,1276.0,0.0053,0.8505,0.8732,0.8844,-0.0134,-2.2594,30.9979,False,True,-21.3447,6.0
2,2018-09-21,28337319.85,0.861,1100.0,947.0,0.0039,0.8767,0.8742,0.8702,-0.0137,-1.6094,29.3458,False,True,-18.9217,6.0
3,2018-09-25,28337319.85,0.861,0.0,0.0,0.0,0.8721,0.8713,0.856,-0.0138,-1.2992,28.2444,False,False,-19.3471,6.0
4,2018-09-26,28337319.85,0.861,0.0,0.0,0.0,0.8804,0.8681,0.8584,-0.0137,-1.1292,27.5102,False,False,-18.5795,6.0
5,2018-09-27,28337319.85,0.861,0.0,0.0,0.0,0.8741,0.8684,0.8604,-0.0135,-1.0913,27.0207,False,False,-19.1621,6.0
6,2018-09-28,28337319.85,0.941,86673.0,77892.0,0.3059,0.8829,0.8809,0.877,-0.0068,7.3588,49.5453,False,False,-18.3483,6.0
7,2018-10-08,28337319.85,0.85,30717.0,27892.0,0.1084,0.8429,0.8788,0.8748,-0.0087,-2.8941,35.9109,False,False,-22.0475,6.0
8,2018-10-09,28337319.85,0.85,14600.0,12500.0,0.0515,0.835,0.8768,0.8726,-0.0101,-2.9219,26.8212,False,False,-22.7781,6.0
9,2018-10-10,28337319.85,0.864,3600.0,3010.0,0.0127,0.827,0.8683,0.8732,-0.01,-0.6801,27.07,False,True,-23.518,6.0
10,2018-10-11,28337319.85,0.789,35844.0,28378.0,0.1265,0.7736,0.8561,0.8588,-0.0157,-8.042,18.0467,False,True,-28.4565,6.0
11,2018-10-12,28337319.85,0.842,600.0,476.0,0.0021,0.7737,0.854,0.839,-0.0159,-1.798,22.0461,False,True,-28.4472,6.0
12,2018-10-15,28337319.85,0.78,25100.0,19632.0,0.0886,0.7595,0.8376,0.825,-0.0207,-8.3969,16.1594,False,True,-29.7605,6.0
13,2018-10-16,28337319.85,0.777,2492.0,1872.0,0.0088,0.7434,0.8307,0.8104,-0.0245,-8.0201,14.6396,False,True,-31.2494,6.0
14,2018-10-17,28337319.85,0.768,5900.0,4450.0,0.0208,0.7532,0.8178,0.7912,-0.0279,-8.2437,13.492,False,True,-30.3431,6.0
15,2018-10-18,28337319.85,0.761,200.0,152.0,0.0007,0.7302,0.8085,0.7856,-0.0309,-8.1657,11.8261,False,True,-32.4702,6.0
16,2018-10-19,28337319.85,0.748,9812.0,7151.0,0.0346,0.7302,0.8007,0.7668,-0.0338,-8.697,13.9142,False,True,-32.4702,6.0
0,2018-09-19,82651734.48,1.029,29415.0,30091.0,0.0356,1.0233,1.0416,1.0362,-0.0243,-1.8364,31.5904,False,True,-25.5619,7.0
1,2018-09-20,82651734.48,1.017,3700.0,3763.0,0.0045,1.0197,1.0406,1.0246,-0.0249,-2.6173,31.9129,False,False,-25.8238,7.0
2,2018-09-21,82651734.48,1.044,16020.0,16332.0,0.0194,1.0513,1.0415,1.0204,-0.023,0.1279,42.5931,False,False,-23.5251,7.0
3,2018-09-25,82651734.48,1.044,600.0,626.0,0.0007,1.0513,1.0413,1.0294,-0.0212,0.2561,49.7132,False,False,-23.5251,7.0
4,2018-09-26,82651734.48,1.061,44695.0,47187.0,0.0541,1.0616,1.0477,1.039,-0.0182,1.8968,61.0491,False,False,-22.7759,7.0
5,2018-09-27,82651734.48,1.069,11400.0,12246.0,0.0138,1.0736,1.0524,1.047,-0.015,2.5502,70.662,False,False,-21.903,7.0
6,2018-09-28,82651734.48,1.086,12700.0,13771.0,0.0154,1.0823,1.0591,1.0608,-0.011,3.8489,79.1212,False,False,-21.2701,7.0
7,2018-10-08,82651734.48,1.078,71620.0,74723.0,0.0867,1.032,1.0633,1.0676,-0.0083,2.8299,82.0404,False,False,-24.9291,7.0
8,2018-10-09,82651734.48,1.023,46520.0,47562.0,0.0563,1.0254,1.0563,1.0634,-0.0105,-2.0115,65.468,False,False,-25.4092,7.0
9,2018-10-10,82651734.48,1.014,10200.0,10398.0,0.0123,1.0148,1.0468,1.054,-0.0129,-2.4766,44.5,False,False,-26.1803,7.0
10,2018-10-11,82651734.48,0.996,67995.0,66873.0,0.0823,0.9583,1.0363,1.0394,-0.016,-4.1847,38.3281,False,True,-30.2902,7.0
11,2018-10-12,82651734.48,0.996,3200.0,3185.0,0.0039,0.9564,1.0294,1.0214,-0.0183,-4.0539,34.2135,False,True,-30.4285,7.0
12,2018-10-15,82651734.48,0.992,24700.0,24482.0,0.0299,0.9445,1.0219,1.0042,-0.0201,-4.1546,30.8193,False,True,-31.2941,7.0
13,2018-10-16,82651734.48,0.945,13322.0,12631.0,0.0161,0.918,1.0094,0.9886,-0.0251,-8.1633,24.0442,False,True,-33.2218,7.0
14,2018-10-17,82651734.48,0.942,97612.0,90628.0,0.1181,0.9139,0.9981,0.9742,-0.029,-7.6923,20.6806,False,True,-33.52,7.0
15,2018-10-18,82651734.48,0.9,28895.0,26248.0,0.035,0.8764,0.9811,0.955,-0.0351,-10.7586,13.7871,False,True,-36.2479,7.0
16,2018-10-19,82651734.48,0.939,26400.0,23647.0,0.0319,0.8764,0.9744,0.9436,-0.0363,-5.9432,20.2491,False,True,-36.2479,7.0
0,2018-09-19,119593065.68,1.022,2465.0,2517.0,0.0021,1.0261,1.0355,1.0148,-0.025,-2.3645,17.0741,False,True,-25.3745,8.0
1,2018-09-20,119593065.68,1.03,5965.0,6132.0,0.005,1.0225,1.0355,1.0168,-0.0239,-1.278,21.591,False,False,-25.6364,8.0
2,2018-09-21,119593065.68,1.03,0.0,0.0,0.0,1.0542,1.0367,1.02,-0.0228,-0.7627,24.6024,False,False,-23.3309,8.0
3,2018-09-25,119593065.68,1.03,0.0,0.0,0.0,1.0542,1.0363,1.0238,-0.0216,-0.3708,26.6099,False,False,-23.3309,8.0
4,2018-09-26,119593065.68,1.057,5400.0,5675.0,0.0045,1.0645,1.0401,1.0338,-0.0183,2.3564,51.0733,False,False,-22.5818,8.0
5,2018-09-27,119593065.68,1.071,11500.0,12982.0,0.0096,1.0765,1.0463,1.0436,-0.0144,3.6452,50.998,False,False,-21.7091,8.0
6,2018-09-28,119593065.68,1.072,6500.0,6967.0,0.0054,1.0853,1.052,1.052,-0.0111,3.6667,51.1361,False,False,-21.0691,8.0
7,2018-10-08,119593065.68,1.036,5000.0,5182.0,0.0042,1.0347,1.0493,1.0532,-0.0112,0.2581,40.4925,False,False,-24.7491,8.0
8,2018-10-09,119593065.68,1.028,700.0,720.0,0.0006,1.0281,1.0449,1.0528,-0.0119,-0.5803,29.376,False,False,-25.2291,8.0
9,2018-10-10,119593065.68,1.005,6700.0,6752.0,0.0056,1.0175,1.037,1.0424,-0.014,-2.7341,19.584,False,False,-26.0,8.0
10,2018-10-11,119593065.68,0.95,22200.0,21276.0,0.0186,0.9608,1.0228,1.0182,-0.02,-7.6025,13.056,False,True,-30.1236,8.0
11,2018-10-12,119593065.68,0.984,52947.0,51740.0,0.0443,0.9589,1.0141,1.0006,-0.0217,-4.1169,15.793,False,True,-30.2618,8.0
12,2018-10-15,119593065.68,0.951,1100.0,1058.0,0.0009,0.9469,1.002,0.9836,-0.0254,-6.7952,12.6403,False,True,-31.1345,8.0
13,2018-10-16,119593065.68,0.932,2900.0,2702.0,0.0024,0.9203,0.9926,0.9644,-0.0296,-7.9203,9.4283,False,True,-33.0691,8.0
14,2018-10-17,119593065.68,0.91,4200.0,3830.0,0.0035,0.9162,0.9771,0.9454,-0.0343,-9.1967,7.8541,False,True,-33.3673,8.0
15,2018-10-18,119593065.68,0.889,25910.0,23140.0,0.0217,0.8786,0.9622,0.9332,-0.0392,-10.2398,5.2361,False,True,-36.1018,8.0
16,2018-10-19,119593065.68,0.898,1200.0,1051.0,0.001,0.8786,0.9521,0.916,-0.0419,-8.1017,9.2232,False,True,-36.1018,8.0
0,2018-09-19,36610384.77,0.86,12900.0,11145.0,0.0352,0.8556,0.8571,0.8442,-0.0246,-0.5397,20.9864,False,True,-26.5768,9.0
1,2018-09-20,36610384.77,0.886,12500.0,11053.0,0.0341,0.8526,0.8622,0.8528,-0.0208,2.487,41.7687,False,True,-26.8343,9.0
2,2018-09-21,36610384.77,0.887,10100.0,8832.0,0.0276,0.8673,0.8697,0.8582,-0.0176,2.6126,50.7625,False,False,-25.5728,9.0
3,2018-09-25,36610384.77,0.886,1100.0,949.0,0.003,0.8649,0.8731,0.868,-0.0149,2.4376,56.4111,False,False,-25.7788,9.0
4,2018-09-26,36610384.77,0.879,10629.0,9367.0,0.029,0.8752,0.8739,0.8796,-0.0131,1.8245,57.7463,False,False,-24.8949,9.0
5,2018-09-27,36610384.77,0.879,3100.0,2725.0,0.0085,0.8759,0.8756,0.8834,-0.0116,1.7459,58.6364,False,False,-24.8348,9.0
6,2018-09-28,36610384.77,0.879,0.0,0.0,0.0,0.8838,0.8761,0.882,-0.0103,1.6185,59.2298,False,False,-24.1569,9.0
7,2018-10-08,36610384.77,0.876,300.0,263.0,0.0008,0.857,0.8753,0.8798,-0.0094,1.145,58.5838,False,False,-26.4567,9.0
8,2018-10-09,36610384.77,0.876,200.0,175.0,0.0005,0.8558,0.875,0.8778,-0.0086,0.8249,51.9912,False,False,-26.5597,9.0
9,2018-10-10,36610384.77,0.896,7100.0,6141.0,0.0194,0.8529,0.8775,0.8812,-0.0063,2.7719,58.135,False,False,-26.8085,9.0
10,2018-10-11,36610384.77,0.809,15200.0,12883.0,0.0415,0.8101,0.8675,0.8672,-0.0113,-6.958,39.0625,False,True,-30.4814,9.0
11,2018-10-12,36610384.77,0.806,9500.0,7754.0,0.0259,0.8131,0.8575,0.8526,-0.0154,-7.1696,28.9152,False,True,-30.224,9.0
12,2018-10-15,36610384.77,0.837,8300.0,6839.0,0.0227,0.8008,0.8498,0.8448,-0.0159,-3.3859,31.2426,False,True,-31.2795,9.0
13,2018-10-16,36610384.77,0.846,19600.0,15700.0,0.0535,0.7759,0.8504,0.8388,-0.0154,-1.9699,36.966,False,True,-33.4163,9.0
14,2018-10-17,36610384.77,0.846,0.0,0.0,0.0,0.7689,0.8511,0.8288,-0.0149,-1.5802,40.7815,False,True,-34.017,9.0
15,2018-10-18,36610384.77,0.847,39813.0,30907.0,0.1087,0.7456,0.8488,0.8364,-0.0142,-1.0899,46.2988,False,True,-36.0165,9.0
16,2018-10-19,36610384.77,0.82,12400.0,9650.0,0.0339,0.7456,0.845,0.8392,-0.0157,-3.6899,43.977,False,True,-36.0165,9.0
0,2018-09-19,18362010.88,0.83,0.0,0.0,0.0,0.8526,0.8524,0.8376,-0.0254,-3.4041,5.9255,False,True,-26.6076,10.0
1,2018-09-20,18362010.88,0.83,0.0,0.0,0.0,0.8496,0.8489,0.8334,-0.0256,-2.9334,3.9503,False,True,-26.8658,10.0
2,2018-09-21,18362010.88,0.83,0.0,0.0,0.0,0.8643,0.8464,0.83,-0.0254,-2.4868,2.6335,False,True,-25.6004,10.0
3,2018-09-25,18362010.88,0.877,24900.0,21885.0,0.1356,0.8618,0.8513,0.8394,-0.0212,3.0451,28.7672,False,True,-25.8156,10.0
4,2018-09-26,18362010.88,0.895,20700.0,19061.0,0.1127,0.8721,0.8598,0.8524,-0.0163,4.9853,35.7176,False,True,-24.929,10.0
5,2018-09-27,18362010.88,0.894,11600.0,10054.0,0.0632,0.8727,0.8683,0.8652,-0.0123,4.7043,40.0967,False,False,-24.8773,10.0
6,2018-09-28,18362010.88,0.871,1000.0,871.0,0.0054,0.8807,0.8696,0.8734,-0.0109,1.9111,37.1637,False,False,-24.1887,10.0
7,2018-10-08,18362010.88,0.85,20100.0,17245.0,0.1095,0.8538,0.8657,0.8774,-0.0113,-0.342,29.8649,False,False,-26.5043,10.0
8,2018-10-09,18362010.88,0.874,200.0,175.0,0.0011,0.8526,0.866,0.8768,-0.0096,2.2422,31.1058,False,False,-26.6076,10.0
9,2018-10-10,18362010.88,0.859,8000.0,6896.0,0.0436,0.8498,0.8641,0.8696,-0.0094,0.37,28.1164,False,False,-26.8486,10.0
10,2018-10-11,18362010.88,0.854,400.0,344.0,0.0022,0.807,0.8627,0.8616,-0.0095,-0.4469,24.8511,False,False,-30.5328,10.0
11,2018-10-12,18362010.88,0.797,300.0,239.0,0.0016,0.8102,0.8506,0.8468,-0.014,-6.7927,16.5674,False,True,-30.2574,10.0
12,2018-10-15,18362010.88,0.801,5100.0,4085.0,0.0278,0.7978,0.8413,0.837,-0.0171,-6.0594,11.8579,False,True,-31.3248,10.0
13,2018-10-16,18362010.88,0.787,15200.0,11967.0,0.0828,0.7731,0.8312,0.8196,-0.0204,-7.3118,7.9053,False,True,-33.451,10.0
14,2018-10-17,18362010.88,0.787,0.0,0.0,0.0,0.7661,0.8249,0.8052,-0.0228,-6.919,5.2702,False,True,-34.0535,10.0
15,2018-10-18,18362010.88,0.769,2000.0,1515.0,0.0109,0.7429,0.8151,0.7882,-0.0258,-8.0693,9.9237,False,True,-36.0506,10.0
16,2018-10-19,18362010.88,0.75,2700.0,2023.0,0.0147,0.7429,0.8033,0.7788,-0.0294,-9.0266,12.9339,False,True,-36.0506,10.0
0,2018-09-19,1904152486.87,0.806,810486.0,646685.0,0.0426,0.811,0.799,0.792,-0.0112,0.6452,33.0742,False,True,-25.5963,11.0
1,2018-09-20,1904152486.87,0.801,1034200.0,827607.0,0.0543,0.808,0.8008,0.7932,-0.0103,0.3131,44.9066,False,True,-25.8716,11.0
2,2018-09-21,1904152486.87,0.817,804338.0,652968.0,0.0422,0.828,0.8039,0.799,-0.0082,2.2955,63.2711,False,False,-24.0367,11.0
3,2018-09-25,1904152486.87,0.817,384037.0,313633.0,0.0202,0.825,0.8061,0.807,-0.0065,2.2422,72.4837,False,False,-24.3119,11.0
4,2018-09-26,1904152486.87,0.826,286660.0,237296.0,0.0151,0.833,0.8106,0.8134,-0.0044,3.2285,78.5694,False,False,-23.578,11.0
5,2018-09-27,1904152486.87,0.818,366846.0,300307.0,0.0193,0.829,0.8121,0.8158,-0.0033,2.0268,77.6882,False,False,-23.945,11.0
6,2018-09-28,1904152486.87,0.829,674285.0,556836.0,0.0354,0.838,0.8149,0.8214,-0.0015,2.9707,83.8909,False,False,-23.1193,11.0
7,2018-10-08,1904152486.87,0.805,319735.0,258473.0,0.0168,0.802,0.8133,0.819,-0.002,-0.1344,73.2112,False,False,-26.422,11.0
