,Date,unit_total,close,volume,amt,turn,NAV_adj,BBI,MA,MACD,BIAS,KDJ,stage_high,stage_low,risk_downside,fund_id
3,2018-09-25,227597293.85,0.974,18400.0,17896.0,0.0081,1.021,0.9736,0.9748,0.001,0.1199,77.3977,False,False,-5.0586,32.0
4,2018-09-26,227597293.85,0.974,0.0,0.0,0.0,1.0215,0.9736,0.975,0.001,0.1285,77.5244,False,False,-5.0121,32.0
5,2018-09-27,227597293.85,0.974,0.0,0.0,0.0,1.0219,0.9737,0.9746,0.001,0.1113,77.6089,False,False,-4.9749,32.0
6,2018-09-28,227597293.85,0.979,27966.0,27362.0,0.0123,1.0231,0.9745,0.9752,0.0013,0.565,85.0726,True,False,-4.8633,32.0
7,2018-10-08,227597293.85,0.973,79200.0,77086.0,0.0348,1.0214,0.9743,0.9748,0.0011,-0.0599,73.3817,True,False,-5.0214,32.0
8,2018-10-09,227597293.85,0.973,0.0,0.0,0.0,1.023,0.9741,0.9746,0.001,-0.077,60.0323,True,False,-4.8726,32.0
9,2018-10-10,227597293.85,0.973,0.0,0.0,0.0,1.0224,0.9736,0.9744,0.0008,-0.1112,51.1326,False,False,-4.9284,32.0
10,2018-10-11,227597293.85,0.972,569593.0,553571.0,0.2503,1.0199,0.9735,0.974,0.0006,-0.2395,41.4958,False,False,-5.1609,32.0
11,2018-10-12,227597293.85,0.974,73526.0,71614.0,0.0323,1.022,0.9736,0.973,0.0006,-0.0428,42.4787,False,False,-4.9656,32.0
12,2018-10-15,227597293.85,0.974,0.0,0.0,0.0,1.022,0.9734,0.9732,0.0006,-0.0257,43.1339,False,False,-4.9656,32.0
13,2018-10-16,227597293.85,0.982,71694.0,70404.0,0.0315,1.0222,0.9749,0.975,0.0012,0.7438,57.3274,True,False,-4.947,32.0
14,2018-10-17,227597293.85,0.982,0.0,0.0,0.0,1.0238,0.9762,0.9768,0.0017,0.6835,66.7897,True,False,-4.7982,32.0
15,2018-10-18,227597293.85,0.975,74043.0,72197.0,0.0325,1.0226,0.9764,0.9774,0.0015,-0.0427,56.4312,True,False,-4.9098,32.0
16,2018-10-19,227597293.85,0.985,1343.0,1317.0,0.0006,1.0226,0.9776,0.9796,0.0021,0.8877,70.9541,True,False,-4.9098,32.0
0,2018-09-19,105218834.87,0.978,39052.0,37959.0,0.0371,1.0136,0.9735,0.9736,0.0007,0.4709,65.1719,False,False,-5.6238,33.0
1,2018-09-20,105218834.87,0.972,23000.0,22356.0,0.0219,1.0133,0.9732,0.9732,0.0005,-0.0343,58.5994,False,False,-5.6518,33.0
2,2018-09-21,105218834.87,0.979,121500.0,118620.0,0.1155,1.0175,0.9743,0.9746,0.0009,0.6253,72.3996,False,False,-5.2607,33.0
3,2018-09-25,105218834.87,0.979,0.0,0.0,0.0,1.017,0.9749,0.976,0.0013,0.565,81.5998,False,False,-5.3073,33.0
4,2018-09-26,105218834.87,0.972,60300.0,58671.0,0.0573,1.0175,0.975,0.976,0.0009,-0.1541,58.5665,False,False,-5.2607,33.0
5,2018-09-27,105218834.87,0.972,0.0,0.0,0.0,1.0178,0.9745,0.9748,0.0007,-0.1883,43.211,False,False,-5.2328,33.0
6,2018-09-28,105218834.87,0.98,3000.0,2940.0,0.0029,1.0191,0.9749,0.9764,0.0011,0.5644,58.8073,False,False,-5.1117,33.0
7,2018-10-08,105218834.87,0.975,12200.0,11895.0,0.0116,1.0172,0.9753,0.9756,0.001,0.0256,52.5382,False,False,-5.2886,33.0
8,2018-10-09,105218834.87,0.975,0.0,0.0,0.0,1.0188,0.9754,0.9748,0.0009,0.0171,48.3588,False,False,-5.1397,33.0
9,2018-10-10,105218834.87,0.984,868730.0,847443.0,0.8256,1.0182,0.9763,0.9772,0.0016,0.8369,65.5725,False,False,-5.1955,33.0
10,2018-10-11,105218834.87,0.98,300540.0,294475.0,0.2856,1.0157,0.9773,0.9788,0.0017,0.3584,66.792,False,False,-5.4283,33.0
11,2018-10-12,105218834.87,0.98,5000.0,4900.0,0.0048,1.0178,0.9783,0.9788,0.0018,0.29,67.6049,False,False,-5.2328,33.0
12,2018-10-15,105218834.87,0.982,266305.0,262016.0,0.2531,1.0177,0.9782,0.9802,0.0021,0.4604,67.9866,False,False,-5.2421,33.0
13,2018-10-16,105218834.87,0.988,275513.0,271975.0,0.2618,1.0179,0.9798,0.9828,0.0027,0.9365,78.6577,False,False,-5.2235,33.0
14,2018-10-17,105218834.87,0.988,0.0,0.0,0.0,1.0195,0.9814,0.9836,0.0032,0.8592,85.7718,False,False,-5.0745,33.0
15,2018-10-18,105218834.87,0.982,48900.0,48020.0,0.0465,1.0183,0.9815,0.984,0.003,0.2211,75.1299,False,False,-5.1862,33.0
16,2018-10-19,105218834.87,0.982,0.0,0.0,0.0,1.0183,0.9814,0.9844,0.0029,0.136,68.0353,False,False,-5.1862,33.0
0,2018-09-19,62536571.82,0.888,154379.0,136524.0,0.2469,0.8879,0.8808,0.8724,-0.0103,0.5473,34.0513,False,True,-20.8292,34.0
1,2018-09-20,62536571.82,0.887,75900.0,67237.0,0.1214,0.8873,0.8829,0.8764,-0.0091,0.5194,41.7485,False,True,-20.8827,34.0
2,2018-09-21,62536571.82,0.91,420367.0,377682.0,0.6722,0.914,0.8878,0.8842,-0.0063,2.9897,58.7414,False,False,-18.502,34.0
3,2018-09-25,62536571.82,0.905,182100.0,164479.0,0.2912,0.906,0.8912,0.8932,-0.0044,2.2599,67.0397,False,False,-19.2153,34.0
4,2018-09-26,62536571.82,0.914,319913.0,292814.0,0.5116,0.916,0.8963,0.9008,-0.0022,3.1118,74.2631,False,False,-18.3237,34.0
5,2018-09-27,62536571.82,0.908,173580.0,157888.0,0.2776,0.9123,0.8982,0.9048,-0.0009,2.166,75.8528,False,False,-18.6536,34.0
6,2018-09-28,62536571.82,0.92,72052.0,66231.0,0.1152,0.9214,0.9015,0.9114,0.0011,3.2837,83.3642,False,False,-17.8422,34.0
7,2018-10-08,62536571.82,0.892,241700.0,217431.0,0.3865,0.8827,0.8999,0.9078,0.0004,0.0561,73.3181,False,False,-21.2929,34.0
8,2018-10-09,62536571.82,0.892,70886.0,62900.0,0.1134,0.8822,0.8981,0.9052,-0.0001,-0.1772,61.1976,False,False,-21.3375,34.0
9,2018-10-10,62536571.82,0.892,16100.0,14250.0,0.0257,0.8803,0.8956,0.9008,-0.0006,-0.3723,50.5545,False,False,-21.5069,34.0
10,2018-10-11,62536571.82,0.868,406115.0,351041.0,0.6494,0.8389,0.8915,0.8928,-0.0028,-3.125,41.4325,False,True,-25.1984,34.0
11,2018-10-12,62536571.82,0.9,48014.0,42633.0,0.0768,0.8508,0.8924,0.8888,-0.002,0.2227,50.81,False,True,-24.1373,34.0
12,2018-10-15,62536571.82,0.897,111200.0,99820.0,0.1778,0.8392,0.8921,0.8898,-0.0015,-0.1947,55.6125,False,True,-25.1716,34.0
13,2018-10-16,62536571.82,0.88,101554.0,89343.0,0.1624,0.8322,0.8922,0.8874,-0.0025,-2.0226,50.8005,False,False,-25.7958,34.0
14,2018-10-17,62536571.82,0.861,197994.0,171327.0,0.3166,0.8368,0.8863,0.8812,-0.0048,-3.7003,38.6979,False,True,-25.3856,34.0
15,2018-10-18,62536571.82,0.845,163632.0,139033.0,0.2617,0.8174,0.8783,0.8766,-0.0078,-4.9583,26.2372,False,True,-27.1155,34.0
16,2018-10-19,62536571.82,0.865,354871.0,299092.0,0.5675,0.8174,0.8756,0.8696,-0.0085,-2.2599,30.2255,False,True,-27.1155,34.0
0,2018-09-19,37522876.95,0.879,16200.0,14214.0,0.0432,0.8872,0.8754,0.87,-0.0102,0.3902,37.2968,False,False,-20.8776,35.0
1,2018-09-20,37522876.95,0.884,238194.0,209534.0,0.6348,0.8866,0.8773,0.8746,-0.0088,1.1538,46.8342,False,False,-20.9311,35.0
2,2018-09-21,37522876.95,0.9,36000.0,32363.0,0.0959,0.9132,0.8819,0.8806,-0.0064,2.8571,64.5562,False,False,-18.5588,35.0
3,2018-09-25,37522876.95,0.901,98832.0,88808.0,0.2634,0.9052,0.8856,0.8868,-0.0043,2.7366,76.3708,False,False,-19.2723,35.0
4,2018-09-26,37522876.95,0.913,59400.0,54364.0,0.1583,0.9152,0.891,0.8954,-0.0017,3.6911,80.8573,False,False,-18.3805,35.0
5,2018-09-27,37522876.95,0.921,22100.0,20168.0,0.0589,0.9115,0.8957,0.9038,0.001,4.3626,87.2382,False,False,-18.7104,35.0
6,2018-09-28,37522876.95,0.916,3000.0,2750.0,0.008,0.9206,0.8999,0.9102,0.0028,3.2694,88.4057,False,False,-17.8989,35.0
7,2018-10-08,37522876.95,0.899,13900.0,12635.0,0.037,0.8818,0.9001,0.91,0.0027,0.9734,78.6902,False,False,-21.3591,35.0
8,2018-10-09,37522876.95,0.874,21300.0,18899.0,0.0568,0.8813,0.895,0.9046,0.0007,-1.9538,56.7811,False,False,-21.4037,35.0
9,2018-10-10,37522876.95,0.886,50504.0,44586.0,0.1346,0.8794,0.892,0.8992,0.0,-0.7561,47.8541,False,False,-21.5732,35.0
10,2018-10-11,37522876.95,0.848,111600.0,95778.0,0.2974,0.838,0.8841,0.8846,-0.0036,-4.8171,31.9027,False,True,-25.2653,35.0
11,2018-10-12,37522876.95,0.867,3600.0,3078.0,0.0096,0.8499,0.8807,0.8748,-0.0048,-2.6572,29.9443,False,True,-24.204,35.0
12,2018-10-15,37522876.95,0.877,24900.0,21822.0,0.0664,0.8383,0.8782,0.8704,-0.0049,-1.516,33.2049,False,True,-25.2386,35.0
13,2018-10-16,37522876.95,0.877,0.0,0.0,0.0,0.8314,0.8793,0.871,-0.0049,-1.4514,35.3786,False,True,-25.8539,35.0
14,2018-10-17,37522876.95,0.858,21499.0,18335.0,0.0573,0.8363,0.8767,0.8654,-0.0064,-3.2058,34.6968,False,True,-25.4169,35.0
15,2018-10-18,37522876.95,0.84,6300.0,5278.0,0.0168,0.8169,0.87,0.8638,-0.0089,-4.6899,26.7027,False,True,-27.1471,35.0
16,2018-10-19,37522876.95,0.9,32000.0,28894.0,0.0853,0.8169,0.8741,0.8704,-0.006,2.2437,39.2303,False,True,-27.1471,35.0
0,2018-09-19,433999617.27,0.816,165100.0,134538.0,0.038,0.8792,0.8074,0.8042,-0.004,0.5649,28.6727,False,False,-15.8741,36.0
1,2018-09-20,433999617.27,0.815,107320.0,87379.0,0.0247,0.873,0.8092,0.8078,-0.0032,0.5345,46.4961,False,False,-16.4673,36.0
2,2018-09-21,433999617.27,0.825,177979.0,145927.0,0.041,0.877,0.8128,0.8112,-0.0017,1.789,64.3307,False,False,-16.0846,36.0
3,2018-09-25,433999617.27,0.825,35300.0,29093.0,0.0081,0.8816,0.8145,0.8162,-0.0006,1.7472,76.2205,False,False,-15.6444,36.0
4,2018-09-26,433999617.27,0.835,417771.0,348579.0,0.0963,0.8828,0.8183,0.8232,0.0011,2.9276,81.9731,False,False,-15.5296,36.0
5,2018-09-27,433999617.27,0.835,0.0,0.0,0.0,0.871,0.8216,0.827,0.0025,2.6219,85.8081,False,False,-16.6587,36.0
6,2018-09-28,433999617.27,0.825,194516.0,159795.0,0.0448,0.8692,0.8226,0.829,0.0027,1.196,81.1185,False,False,-16.8309,36.0
7,2018-10-08,433999617.27,0.791,149190.0,119733.0,0.0344,0.8416,0.8174,0.8222,0.0001,-2.8653,54.079,False,False,-19.4718,36.0
8,2018-10-09,433999617.27,0.79,63500.0,50167.0,0.0146,0.8294,0.8117,0.8152,-0.002,-2.9186,36.0527,False,False,-20.6392,36.0
9,2018-10-10,433999617.27,0.777,333874.0,262843.0,0.0769,0.8329,0.8046,0.8036,-0.0046,-4.212,24.0351,False,False,-20.3043,36.0
10,2018-10-11,433999617.27,0.75,386477.0,290577.0,0.0891,0.7846,0.7959,0.7866,-0.0088,-7.0632,16.0234,False,True,-24.9258,36.0
11,2018-10-12,433999617.27,0.735,39771.0,29153.0,0.0092,0.8031,0.785,0.7686,-0.0132,-8.3065,11.9284,False,True,-23.1557,36.0
12,2018-10-15,433999617.27,0.758,25571.0,18870.0,0.0059,0.8014,0.7788,0.762,-0.0146,-4.8635,16.3635,False,True,-23.3183,36.0
13,2018-10-16,433999617.27,0.754,1200.0,874.0,0.0003,0.7847,0.7756,0.7548,-0.0159,-4.7579,19.4717,False,True,-24.9163,36.0
14,2018-10-17,433999617.27,0.75,326755.0,239595.0,0.0753,0.8027,0.7728,0.7494,-0.0171,-4.5093,21.0619,False,True,-23.194,36.0
15,2018-10-18,433999617.27,0.739,38900.0,28817.0,0.009,0.7909,0.767,0.7472,-0.0186,-5.0434,19.2,False,True,-24.323,36.0
16,2018-10-19,433999617.27,0.775,77925.0,58055.0,0.018,0.7909,0.768,0.7552,-0.0168,0.2263,34.2912,False,False,-24.323,36.0
0,2018-09-19,62085091.22,0.719,0.0,0.0,0.0,0.7226,0.7172,0.719,-0.0042,0.6181,84.0073,False,False,-33.4132,37.0
1,2018-09-20,62085091.22,0.719,0.0,0.0,0.0,0.7216,0.7178,0.719,-0.0037,0.6298,89.3382,False,False,-33.5053,37.0
2,2018-09-21,62085091.22,0.738,54022.0,39799.0,0.087,0.7378,0.7208,0.7228,-0.0018,3.0846,92.8921,False,False,-32.0125,37.0
3,2018-09-25,62085091.22,0.722,300.0,217.0,0.0005,0.7297,0.7213,0.7234,-0.0015,0.7559,80.0233,False,False,-32.7589,37.0
4,2018-09-26,62085091.22,0.732,15000.0,10975.0,0.0242,0.7333,0.7235,0.726,-0.0005,1.9617,76.1559,False,False,-32.4272,37.0
5,2018-09-27,62085091.22,0.732,10000.0,7320.0,0.0161,0.7284,0.7242,0.7286,0.0003,1.6196,73.5776,False,False,-32.8787,37.0
6,2018-09-28,62085091.22,0.727,8000.0,5816.0,0.0129,0.7343,0.7255,0.7302,0.0006,0.6461,63.0868,False,False,-32.3351,37.0
7,2018-10-08,62085091.22,0.715,500.0,358.0,0.0008,0.7076,0.724,0.7256,-0.0002,-1.1521,42.0579,False,False,-34.7954,37.0
8,2018-10-09,62085091.22,0.695,18879.0,13121.0,0.0304,0.7069,0.7182,0.7202,-0.0024,-3.6506,28.0386,False,True,-34.8599,37.0
9,2018-10-10,62085091.22,0.705,2200.0,1551.0,0.0035,0.7093,0.7151,0.7148,-0.0033,-2.106,26.4443,False,True,-34.6388,37.0
10,2018-10-11,62085091.22,0.678,2200.0,1546.0,0.0035,0.6608,0.7085,0.704,-0.0062,-5.4063,17.6296,False,True,-39.108,37.0
11,2018-10-12,62085091.22,0.654,200.0,131.0,0.0003,0.6483,0.6998,0.6894,-0.0102,-8.06,11.753,False,True,-40.2599,37.0
12,2018-10-15,62085091.22,0.658,600.0,389.0,0.001,0.64,0.691,0.678,-0.013,-6.8319,12.3297,False,True,-41.0247,37.0
13,2018-10-16,62085091.22,0.658,0.0,0.0,0.0,0.6353,0.6851,0.6706,-0.015,-6.1564,12.871,False,True,-41.4578,37.0
14,2018-10-17,62085091.22,0.655,3300.0,2168.0,0.0053,0.6427,0.6811,0.6606,-0.0166,-5.6536,12.2844,False,True,-40.7759,37.0
15,2018-10-18,62085091.22,0.612,5994.0,3671.0,0.0097,0.632,0.67,0.6474,-0.0211,-10.6678,11.6678,False,True,-41.7619,37.0
16,2018-10-19,62085091.22,0.633,70800.0,44815.0,0.114,0.632,0.6631,0.6432,-0.0227,-6.4762,18.2547,False,True,-41.7619,37.0
0,2018-09-19,32270894.62,0.719,300.0,216.0,0.0009,0.7218,0.7251,0.7182,-0.0072,-1.4731,37.1474,False,False,-33.4747,38.0
1,2018-09-20,32270894.62,0.719,0.0,0.0,0.0,0.7207,0.7247,0.7184,-0.0073,-1.1457,37.9594,False,False,-33.576,38.0
2,2018-09-21,32270894.62,0.739,35200.0,25583.0,0.1091,0.7369,0.7272,0.7226,-0.0056,1.7089,58.6396,False,False,-32.0829,38.0
3,2018-09-25,32270894.62,0.739,0.0,0.0,0.0,0.7288,0.7298,0.7268,-0.0043,1.814,72.4264,False,False,-32.8295,38.0
4,2018-09-26,32270894.62,0.748,100.0,75.0,0.0003,0.7324,0.7335,0.7328,-0.0024,3.054,81.6176,False,False,-32.4977,38.0
5,2018-09-27,32270894.62,0.748,0.0,0.0,0.0,0.7275,0.7355,0.7386,-0.001,3.054,87.7451,False,False,-32.9493,38.0
6,2018-09-28,32270894.62,0.748,20300.0,15180.0,0.0629,0.7334,0.7384,0.7444,0.0002,2.5829,91.83,False,False,-32.4055,38.0
7,2018-10-08,32270894.62,0.728,1100.0,798.0,0.0034,0.7067,0.7371,0.7422,-0.0005,-0.274,76.0348,False,False,-34.8664,38.0
8,2018-10-09,32270894.62,0.728,0.0,0.0,0.0,0.7059,0.735,0.74,-0.001,-0.3877,65.5047,False,False,-34.9401,38.0
9,2018-10-10,32270894.62,0.728,0.0,0.0,0.0,0.7084,0.733,0.736,-0.0014,-0.5011,58.4846,False,False,-34.7097,38.0
10,2018-10-11,32270894.62,0.723,400.0,289.0,0.0012,0.6599,0.7314,0.731,-0.0021,-1.2408,49.1749,False,False,-39.1797,38.0
11,2018-10-12,32270894.62,0.676,23200.0,15710.0,0.0719,0.6474,0.7224,0.7166,-0.0064,-7.2172,32.7833,False,True,-40.3318,38.0
12,2018-10-15,32270894.62,0.638,4000.0,2552.0,0.0124,0.6392,0.7075,0.6986,-0.0127,-11.6139,23.5797,False,True,-41.0876,38.0
13,2018-10-16,32270894.62,0.64,5600.0,3592.0,0.0174,0.6344,0.6942,0.681,-0.0174,-10.5208,18.0186,False,True,-41.53,38.0
14,2018-10-17,32270894.62,0.64,0.0,0.0,0.0,0.6418,0.6843,0.6634,-0.0208,-9.4767,14.3113,False,True,-40.8479,38.0
15,2018-10-18,32270894.62,0.64,0.0,0.0,0.0,0.6311,0.6776,0.6468,-0.0233,-8.4079,12.3186,False,False,-41.8341,38.0
16,2018-10-19,32270894.62,0.648,2400.0,1532.0,0.0074,0.6311,0.6721,0.6412,-0.0243,-6.1436,14.6097,False,True,-41.8341,38.0
0,2018-09-19,1978629341.34,0.895,628863.0,560106.0,0.0318,0.8761,0.8988,0.89,-0.0183,-0.574,26.4574,False,True,-18.7291,39.0
1,2018-09-20,1978629341.34,0.889,247680.0,221170.0,0.0125,0.8749,0.898,0.8892,-0.0178,-0.9011,30.0192,False,True,-18.8404,39.0
2,2018-09-21,1978629341.34,0.908,548545.0,494769.0,0.0277,0.9029,0.8997,0.893,-0.0157,1.3299,51.3854,False,False,-16.243,39.0
3,2018-09-25,1978629341.34,0.904,221750.0,200318.0,0.0112,0.8907,0.9007,0.8972,-0.0143,0.9116,61.7079,False,False,-17.3748,39.0
4,2018-09-26,1978629341.34,0.918,603970.0,551188.0,0.0305,0.8995,0.9047,0.9028,-0.0118,2.4173,72.9568,False,False,-16.5584,39.0
5,2018-09-27,1978629341.34,0.909,519549.0,473015.0,0.0263,0.8901,0.9056,0.9056,-0.0105,1.319,73.6379,False,False,-17.4304,39.0
6,2018-09-28,1978629341.34,0.914,223464.0,204057.0,0.0113,0.9031,0.9074,0.9106,-0.0089,1.6968,77.8798,False,False,-16.2245,39.0
7,2018-10-08,1978629341.34,0.891,500595.0,447869.0,0.0253,0.8547,0.9047,0.9072,-0.0094,-0.8439,63.2835,False,False,-20.7143,39.0
8,2018-10-09,1978629341.34,0.888,427177.0,377691.0,0.0216,0.853,0.9015,0.904,-0.01,-1.1319,52.3339,False,True,-20.872,39.0
9,2018-10-10,1978629341.34,0.887,261130.0,231933.0,0.0132,0.8509,0.8979,0.8978,-0.0103,-1.2249,44.3096,False,True,-21.0668,39.0
10,2018-10-11,1978629341.34,0.826,1332727.0,1139248.0,0.0674,0.8085,0.8864,0.8812,-0.0154,-7.5287,31.5397,False,True,-25.0,39.0
11,2018-10-12,1978629341.34,0.834,539951.0,446825.0,0.0273,0.8184,0.8766,0.8652,-0.0185,-6.1427,25.6931,False,True,-24.0816,39.0
12,2018-10-15,1978629341.34,0.828,188200.0,156202.0,0.0095,0.8043,0.8657,0.8526,-0.0213,-6.2288,19.7954,False,True,-25.3896,39.0
13,2018-10-16,1978629341.34,0.812,460306.0,374062.0,0.0233,0.7886,0.8585,0.8374,-0.0244,-7.3676,15.8285,False,True,-26.846,39.0
14,2018-10-17,1978629341.34,0.809,681051.0,547507.0,0.0344,0.7947,0.8499,0.8218,-0.0269,-6.833,14.1336,False,True,-26.2801,39.0
15,2018-10-18,1978629341.34,0.791,510163.0,404925.0,0.0258,0.7825,0.8392,0.8148,-0.0299,-7.9072,10.3153,False,True,-27.4119,39.0
16,2018-10-19,1978629341.34,0.803,504734.0,398047.0,0.0255,0.7825,0.834,0.8086,-0.031,-5.4553,17.4161,False,True,-27.4119,39.0
0,2018-09-19,669835301.3,1.113,1947227.0,2164287.0,0.2907,1.121,1.0991,1.0968,-0.0062,1.5588,59.4341,False,False,-16.963,40.0
1,2018-09-20,669835301.3,1.117,971238.0,1085723.0,0.145,1.121,1.1036,1.1022,-0.0043,2.0169,69.1825,False,False,-16.963,40.0
2,2018-09-21,669835301.3,1.139,2264084.0,2565845.0,0.338,1.121,1.1098,1.1114,-0.001,3.7577,78.0661,False,False,-16.963,40.0
3,2018-09-25,669835301.3,1.135,1100742.0,1246892.0,0.1643,1.121,1.1144,1.1214,0.0012,3.0647,82.1367,False,False,-16.963,40.0
4,2018-09-26,669835301.3,1.149,1849663.0,2121522.0,0.2761,1.159,1.1211,1.1306,0.0041,3.9505,85.3779,False,False,-14.1481,40.0
5,2018-09-27,669835301.3,1.151,1497004.0,1724494.0,0.2235,1.159,1.1258,1.1382,0.0065,3.6392,87.5853,False,False,-14.1481,40.0
6,2018-09-28,669835301.3,1.164,2708763.0,3143411.0,0.4044,1.159,1.1326,1.1476,0.0093,4.1533,90.5471,True,False,-14.1481,40.0
7,2018-10-08,669835301.3,1.116,3971471.0,4476240.0,0.5929,1.111,1.1305,1.143,0.0075,-0.4682,73.698,True,False,-17.7037,40.0
8,2018-10-09,669835301.3,1.12,1654999.0,1854622.0,0.2471,1.116,1.1276,1.14,0.0064,-0.3337,59.0823,True,False,-17.3333,40.0
9,2018-10-10,669835301.3,1.12,1615400.0,1810217.0,0.2412,1.114,1.1237,1.1342,0.0055,-0.5329,44.2367,False,False,-17.4815,40.0
10,2018-10-11,669835301.3,1.092,4791048.0,5206938.0,0.7153,1.072,1.1191,1.1224,0.0024,-3.0698,37.0512,False,True,-20.5926,40.0
11,2018-10-12,669835301.3,1.102,3298401.0,3602236.0,0.4924,1.093,1.1154,1.11,0.0008,-2.1749,35.6974,False,True,-19.037,40.0
12,2018-10-15,669835301.3,1.091,1231093.0,1351633.0,0.1838,1.08,1.1092,1.105,-0.0013,-2.9935,31.0148,False,True,-20.0,40.0
13,2018-10-16,669835301.3,1.086,1644060.0,1796054.0,0.2454,1.082,1.1064,1.0982,-0.0034,-3.2157,26.1748,False,False,-19.8519,40.0
14,2018-10-17,669835301.3,1.096,1602322.0,1755051.0,0.2392,1.082,1.1039,1.0934,-0.0042,-2.0116,26.3846,False,False,-19.8519,40.0
15,2018-10-18,669835301.3,1.08,2268600.0,2460241.0,0.3387,1.069,1.1,1.091,-0.006,-3.0448,21.5113,False,False,-20.8148,40.0
16,2018-10-19,669835301.3,1.099,1350700.0,1459989.0,0.2016,1.069,1.1003,1.0904,-0.0059,-0.9687,31.2807,False,True,-20.8148,40.0
0,2018-09-19,1583367839.64,0.834,2033214.0,1695716.0,0.1284,0.8502,0.8242,0.8174,-0.0149,1.2034,45.7155,False,False,-21.1975,41.0
1,2018-09-20,1583367839.64,0.838,313733.0,262824.0,0.0198,0.8509,0.8282,0.8212,-0.0129,1.7711,60.6657,False,False,-21.1326,41.0
2,2018-09-21,1583367839.64,0.866,409880.0,352196.0,0.0259,0.881,0.8353,0.831,-0.0089,4.9273,72.5113,False,False,-18.3428,41.0
3,2018-09-25,1583367839.64,0.857,37164.0,31860.0,0.0023,0.8675,0.8396,0.8418,-0.0064,3.5024,76.6109,False,False,-19.594,41.0
4,2018-09-26,1583367839.64,0.877,231116.0,201219.0,0.0146,0.8782,0.8473,0.8544,-0.0028,5.3981,83.6582,False,False,-18.6023,41.0
5,2018-09-27,1583367839.64,0.864,543014.0,468135.0,0.0343,0.8748,0.8501,0.8604,-0.0009,3.4627,83.3583,False,False,-18.9174,41.0
6,2018-09-28,1583367839.64,0.872,289681.0,251268.0,0.0183,0.8806,0.8543,0.8672,0.0012,3.892,85.952,False,False,-18.3798,41.0
7,2018-10-08,1583367839.64,0.857,92609.0,77687.0,0.0058,0.8382,0.8544,0.8654,0.0016,1.6406,80.8569,False,False,-22.3098,41.0
8,2018-10-09,1583367839.64,0.857,0.0,0.0,0.0,0.8377,0.8538,0.8654,0.0019,1.2603,74.8085,False,False,-22.3561,41.0
9,2018-10-10,1583367839.64,0.826,209.0,180.0,0.0,0.8355,0.8483,0.8552,-0.0003,-2.4889,49.8724,False,False,-22.56,41.0
10,2018-10-11,1583367839.64,0.797,71611.0,56619.0,0.0045,0.7996,0.8391,0.8418,-0.0044,-5.8569,42.605,False,True,-25.8875,41.0
11,2018-10-12,1583367839.64,0.8,170325.0,135686.0,0.0108,0.821,0.8308,0.8274,-0.0073,-5.3721,38.6372,False,True,-23.904,41.0
12,2018-10-15,1583367839.64,0.8,2000.0,1600.0,0.0001,0.8083,0.8244,0.816,-0.0095,-5.0539,35.9921,False,True,-25.0811,41.0
13,2018-10-16,1583367839.64,0.8,0.0,0.0,0.0,0.8003,0.821,0.8046,-0.0111,-4.6957,34.6008,False,False,-25.8226,41.0
14,2018-10-17,1583367839.64,0.8,78600.0,62855.0,0.005,0.8025,0.8168,0.7994,-0.0122,-4.0672,33.6732,False,False,-25.6187,41.0
15,2018-10-18,1583367839.64,0.774,502471.0,381369.0,0.0317,0.7811,0.8103,0.7948,-0.0151,-6.4087,28.178,False,True,-27.6022,41.0
16,2018-10-19,1583367839.64,0.785,296581.0,231432.0,0.0187,0.7811,0.8061,0.7918,-0.0162,-4.1904,27.3791,False,True,-27.6022,41.0
0,2018-09-19,265366183.95,0.85,53200.0,44990.0,0.02,0.8531,0.8441,0.84,-0.0167,0.6116,41.5487,False,False,-14.7412,42.0
1,2018-09-20,265366183.95,0.841,92415.0,77864.0,0.0348,0.8551,0.8446,0.8414,-0.0159,-0.1879,42.675,False,False,-14.5413,42.0
2,2018-09-21,265366183.95,0.874,407420.0,350601.0,0.1535,0.8797,0.8504,0.8472,-0.0125,3.4422,58.9262,False,False,-12.0828,42.0
3,2018-09-25,265366183.95,0.868,12205.0,10597.0,0.0046,0.8784,0.8533,0.8532,-0.0101,2.55,66.9032,False,False,-12.2127,42.0
4,2018-09-26,265366183.95,0.878,56243.0,49189.0,0.0212,0.8828,0.8587,0.8622,-0.0073,3.5479,75.6523,False,False,-11.7729,42.0
5,2018-09-27,265366183.95,0.861,119633.0,103010.0,0.0451,0.8683,0.8586,0.8644,-0.0064,1.6129,73.1402,False,False,-13.2221,42.0
6,2018-09-28,265366183.95,0.874,47900.0,41866.0,0.0181,0.882,0.8612,0.871,-0.0046,2.6926,77.7456,False,False,-11.8529,42.0
7,2018-10-08,265366183.95,0.84,90163.0,76212.0,0.034,0.8454,0.8582,0.8642,-0.0058,-1.524,64.3908,False,False,-15.5107,42.0
8,2018-10-09,265366183.95,0.831,92340.0,76801.0,0.0348,0.8425,0.8534,0.8568,-0.0074,-2.5506,48.7473,False,False,-15.8005,42.0
9,2018-10-10,265366183.95,0.828,44206.0,36555.0,0.0167,0.8315,0.8472,0.8468,-0.0089,-2.7408,36.731,False,False,-16.8999,42.0
10,2018-10-11,265366183.95,0.78,187609.0,148561.0,0.0707,0.7755,0.8358,0.8306,-0.0137,-7.8559,24.4873,False,True,-22.4965,42.0
