,day_old,day1,diff
208,0.639,0.6379629373550415,-0.0010370626449585085
123,1.13,1.1289162635803223,-0.0010837364196776278
155,100.001,99.99990844726562,-0.0010915527343797748
32,1.014,1.0128765106201172,-0.001123489379882825
215,2.474,2.4728567600250244,-0.0011432399749757849
58,0.86,0.8587771654129028,-0.0012228345870971546
198,0.706,0.7045736908912659,-0.0014263091087340918
159,99.995,99.99347686767578,-0.0015231323242232975
192,2.313,2.3114609718322754,-0.0015390281677247764
65,0.958,0.9563531279563904,-0.0016468720436095818
61,0.899,0.8973467946052551,-0.0016532053947448944
72,1.1540000000000001,1.1523240804672241,-0.0016759195327760157
62,0.9570000000000001,0.9553229212760925,-0.0016770787239075435
19,1.065,1.0631846189498901,-0.00181538105010981
219,0.92,0.9181802868843079,-0.0018197131156921786
137,0.8640000000000001,0.8621702194213867,-0.0018297805786133825
31,1.016,1.0141222476959229,-0.0018777523040771626
191,0.621,0.6189265251159668,-0.0020734748840331996
28,0.74,0.7379196286201477,-0.002080371379852286
152,99.999,99.99691009521484,-0.002089904785151475
85,0.9790000000000001,0.9767449498176575,-0.0022550501823426217
148,99.99799999999999,99.99562072753906,-0.0023792724609279503
53,0.9940000000000001,0.9915449023246765,-0.002455097675323592
17,0.802,0.7994421720504761,-0.002557827949523972
129,1.001,0.9982819557189941,-0.0027180442810057492
181,0.773,0.7702203989028931,-0.002779601097106954
23,0.895,0.8921048045158386,-0.0028951954841613947
26,0.721,0.7179211974143982,-0.003078802585601781
220,2.685,2.6819145679473877,-0.003085432052612358
38,0.83,0.8268741965293884,-0.0031258034706115323
2,0.633,0.629836916923523,-0.003163083076477058
162,99.99700000000001,99.99375915527344,-0.003240844726576597
115,1.245,1.241758942604065,-0.003241057395935165
88,0.9620000000000001,0.9586650133132935,-0.0033349866867066202
84,0.8370000000000001,0.8336277604103088,-0.0033722395896912394
46,1.123,1.1193872690200806,-0.003612730979919432
35,0.846,0.8423465490341187,-0.003653450965881322
182,1.058,1.0543299913406372,-0.0036700086593628445
172,100.0,99.99628448486328,-0.00371551513671875
212,0.953,0.9492519497871399,-0.0037480502128600657
81,1.09,1.086023211479187,-0.003976788520813068
4,0.8370000000000001,0.832886278629303,-0.004113721370697099
25,0.5760000000000001,0.5718340277671814,-0.004165972232818671
64,1.043,1.038733720779419,-0.004266279220580982
55,1.078,1.073612928390503,-0.00438707160949714
5,0.84,0.8355322480201721,-0.00446775197982785
184,0.863,0.8583903312683105,-0.0046096687316894425
49,0.856,0.8513386845588684,-0.004661315441131575
13,1.138,1.1332834959030151,-0.004716504096984764
37,0.818,0.8125794529914856,-0.005420547008514354
205,0.914,0.9083523154258728,-0.005647684574127232
116,3.3110000000000004,3.3050906658172607,-0.005909334182739645
74,0.9740000000000001,0.968025267124176,-0.0059747328758240625
86,0.7020000000000001,0.6958364844322205,-0.006163515567779609
138,0.833,0.8267558217048645,-0.006244178295135461
82,1.0490000000000002,1.0426678657531738,-0.006332134246826326
201,1.6909999999999998,1.684631109237671,-0.006368890762328938
136,2.67,2.6634042263031006,-0.006595773696899343
180,0.865,0.8582319021224976,-0.0067680978775024325
146,101.3,101.29322814941406,-0.006771850585934658
185,1.0,0.9929890036582947,-0.007010996341705322
221,2.707,2.6996240615844727,-0.0073759384155271945
79,1.013,1.0055936574935913,-0.007406342506408592
118,3.42,3.4125800132751465,-0.007419986724853445
90,0.993,0.9855401515960693,-0.007459848403930658
75,0.706,0.6983221769332886,-0.007677823066711387
161,100.009,100.00115203857422,-0.007847961425781591
190,0.866,0.8581057786941528,-0.00789422130584716
20,0.736,0.7279667854309082,-0.008033214569091784
92,0.9,0.8919339776039124,-0.008066022396087669
194,0.8690000000000001,0.860582172870636,-0.00841782712936412
8,0.813,0.8044318556785583,-0.008568144321441595
176,0.883,0.8743370175361633,-0.008662982463836677
193,0.988,0.9793055057525635,-0.008694494247436513
139,2.65,2.6409475803375244,-0.009052419662475497
119,1.045,1.0357341766357422,-0.009265823364257741
104,4.022,4.012521266937256,-0.009478733062744382
189,0.9009999999999999,0.8914787173271179,-0.009521282672881992
40,0.853,0.8434455394744873,-0.009554460525512676
179,0.885,0.8752391338348389,-0.009760866165161142
66,1.13,1.1202280521392822,-0.009771947860717667
127,1.321,1.310545802116394,-0.010454197883605909
36,0.8170000000000001,0.8063870072364807,-0.010612992763519347
175,1.798,1.7867780923843384,-0.011221907615661664
114,1.569,1.5574347972869873,-0.011565202713012646
125,1.3659999999999999,1.3540120124816895,-0.011987987518310428
11,0.823,0.8109462261199951,-0.012053773880004837
112,0.98,0.967293918132782,-0.012706081867218
117,1.4140000000000001,1.4010441303253174,-0.012955869674682763
111,5.749,5.736020088195801,-0.012979911804198885
34,0.8759999999999999,0.8622012138366699,-0.013798786163329968
29,0.735,0.7211233377456665,-0.013876662254333483
197,0.7559999999999999,0.7401036620140076,-0.015896337985992326
149,99.99,99.97321319580078,-0.016786804199213634
107,2.968,2.950779914855957,-0.01722008514404294
63,0.825,0.8064744472503662,-0.018525552749633745
102,2.457,2.4384522438049316,-0.01854775619506821
78,0.7929999999999999,0.773293673992157,-0.019706326007842945
87,1.1740000000000002,1.1530132293701172,-0.020986770629882967
126,4.9719999999999995,4.950786590576172,-0.021213409423827656
60,0.758,0.7367605566978455,-0.021239443302154548
96,4.71,4.688525199890137,-0.021474800109863246
188,0.7040000000000001,0.6820555329322815,-0.021944467067718576
120,0.818,0.795468270778656,-0.022531729221343944
210,0.777,0.7529411911964417,-0.024058808803558374
216,1.749,1.7236231565475464,-0.025376843452453723
100,1.521,1.493219017982483,-0.027780982017516997
209,0.81,0.7811683416366577,-0.02883165836334234
106,1.57,1.540238618850708,-0.029761381149292054
173,0.7709999999999999,0.7398536801338196,-0.031146319866180328
101,3.3089999999999997,3.2745559215545654,-0.03444407844543429
121,3.31,3.2591586112976074,-0.05084138870239263
130,4.628,4.5748138427734375,-0.053186157226562614
168,100.95,100.89356231689453,-0.05643768310547159
163,103.273,103.20352172851562,-0.06947827148437113
128,1.3259999999999998,1.245597243309021,-0.08040275669097885
89,1.449,1.3642592430114746,-0.08474075698852546
147,103.05,102.87467956542969,-0.17532043457030966
141,115.54799999999999,115.37140655517578,-0.17659344482420636
142,94.2,94.00489807128906,-0.19510192871094034
144,104.708,104.51011657714844,-0.1978834228515609
145,101.5,100.86599731445312,-0.634002685546875
