,day_old,day1,diff
141,114.691,115.25121307373047,0.5602130737304662
168,99.98200000000001,100.2269515991211,0.24495159912108022
63,0.71,0.8406834006309509,0.13068340063095096
126,4.647,4.761260986328125,0.11426098632812476
111,5.577000000000001,5.686008453369141,0.10900845336913978
89,1.301,1.3956443071365356,0.09464430713653571
118,3.3080000000000003,3.3971760272979736,0.08917602729797336
130,4.393,4.481514930725098,0.08851493072509786
116,3.1839999999999997,3.2709038257598877,0.08690382575988798
131,4.46,4.543878078460693,0.0838780784606934
101,3.12,3.202436923980713,0.08243692398071278
57,1.095,1.1725040674209595,0.0775040674209595
103,3.228,3.3012382984161377,0.07323829841613749
121,3.2039999999999997,3.2736926078796387,0.06969260787963893
96,4.585,4.650440692901611,0.06544069290161136
109,3.089,3.154259443283081,0.06525944328308109
97,2.4419999999999997,2.5021586418151855,0.06015864181518582
102,2.343,2.4020419120788574,0.05904191207885745
107,2.8710000000000004,2.9278266429901123,0.056826642990111864
104,3.966,4.014656066894531,0.04865606689453106
128,1.24,1.2883269786834717,0.04832697868347169
50,0.843,0.8900452852249146,0.04704528522491458
139,2.575,2.6218161582946777,0.04681615829467756
61,0.836,0.880163848400116,0.044163848400116
42,0.772,0.8157872557640076,0.04378725576400755
95,2.461,2.501354455947876,0.04035445594787612
132,1.8730000000000002,1.9110013246536255,0.03800132465362527
173,0.7290000000000001,0.762937068939209,0.03393706893920889
200,1.31,1.343685507774353,0.033685507774352974
110,3.3489999999999998,3.3815863132476807,0.03258631324768091
210,0.737,0.7688674926757812,0.03186749267578126
137,0.846,0.8771278262138367,0.031127826213836696
177,0.5539999999999999,0.584162175655365,0.030162175655365053
133,1.629,1.6583877801895142,0.029387780189514157
178,1.34,1.3671294450759888,0.02712944507598869
81,0.998,1.0242445468902588,0.02624454689025879
129,0.9570000000000001,0.9826123118400574,0.0256123118400573
115,1.183,1.2080278396606445,0.02502783966064448
211,0.68,0.7046794295310974,0.024679429531097363
214,1.107,1.1314021348953247,0.024402134895324723
181,0.7509999999999999,0.7745445370674133,0.02354453706741344
4,0.809,0.8318741321563721,0.022874132156372018
49,0.836,0.8588569760322571,0.022856976032257115
202,0.6459999999999999,0.6687380075454712,0.022738007545471284
191,0.581,0.6036275029182434,0.022627502918243447
58,0.831,0.8535444140434265,0.022544414043426553
203,0.635,0.6571412682533264,0.022141268253326407
198,0.6659999999999999,0.6879740357398987,0.021974035739898756
174,1.526,1.5479365587234497,0.021936558723449684
25,0.547,0.5684791207313538,0.021479120731353718
119,1.01,1.031449317932129,0.021449317932128897
201,1.655,1.6761811971664429,0.021181197166442844
38,0.802,0.8229551315307617,0.020955131530761673
112,0.94,0.9608072638511658,0.020807263851165825
29,0.6940000000000001,0.7147431969642639,0.020743196964263855
78,0.731,0.7515252828598022,0.020525282859802263
193,0.93,0.9505228400230408,0.020522840023040723
180,0.838,0.8584453463554382,0.020445346355438265
14,0.636,0.6563441157341003,0.020344115734100332
136,2.6289999999999996,2.6490697860717773,0.020069786071777784
212,0.9229999999999999,0.9426485300064087,0.01964853000640876
190,0.841,0.860217273235321,0.019217273235321075
23,0.855,0.8741759657859802,0.019175965785980242
197,0.733,0.7518935203552246,0.018893520355224624
3,0.7490000000000001,0.7677868008613586,0.018786800861358532
176,0.857,0.8755338788032532,0.01853387880325319
108,2.8360000000000003,2.8542351722717285,0.018235172271728217
134,1.624,1.6421988010406494,0.018198801040649304
125,1.318,1.3358570337295532,0.017857033729553162
185,0.96,0.97782963514328,0.017829635143280065
208,0.613,0.6306406259536743,0.017640625953674327
195,0.9329999999999999,0.9505254030227661,0.017525403022766173
122,0.589,0.6063494682312012,0.017349468231201204
127,1.2409999999999999,1.2578203678131104,0.01682036781311047
24,0.542,0.5587571859359741,0.016757185935974084
99,1.43,1.4466297626495361,0.016629762649536195
187,0.589,0.6054326295852661,0.016432629585266145
145,101.0,101.01631927490234,0.01631927490234375
114,1.544,1.5598406791687012,0.015840679168701133
194,0.843,0.8586549162864685,0.015654916286468534
94,0.991,1.0057486295700073,0.014748629570007332
199,1.755,1.7697099447250366,0.014709944725036728
117,1.376,1.3906623125076294,0.014662312507629505
12,0.769,0.783397376537323,0.014397376537322981
175,1.715,1.7293449640274048,0.014344964027404705
188,0.6559999999999999,0.6702996492385864,0.01429964923858651
179,0.858,0.8715644478797913,0.013564447879791275
48,0.8390000000000001,0.8525005578994751,0.013500557899475019
84,0.809,0.8218111991882324,0.01281119918823237
18,1.041,1.0538086891174316,0.012808689117431715
11,0.7909999999999999,0.8035790920257568,0.01257909202575691
92,0.84,0.8522645831108093,0.012264583110809357
39,1.102,1.1141252517700195,0.01212525177001944
80,0.9490000000000001,0.9607588648796082,0.011758864879608089
192,2.178,2.189685821533203,0.011685821533203189
98,1.665,1.6766574382781982,0.011657438278198207
213,0.985,0.9965959787368774,0.011595978736877455
209,0.764,0.7752963900566101,0.011296390056610095
206,0.7190000000000001,0.730100154876709,0.011100154876708901
