,day1,day2,day3,day4,day5
0,0.9991294794057434,1.0216205470666564,1.0216205470666564,1.0361335233516618,1.0361335233516618
1,1.039549250811413,1.0395450034103133,1.0311968304628158,1.0311968304628158,1.0311968304628158
2,0.6204169655695718,0.6280689828700196,0.6280689828700196,0.6280689828700196,0.6280689828700196
3,0.7861127827880782,0.8004486925830903,0.8067374898464602,0.8067374898464602,0.8067374898464602
4,0.8939280198826783,0.9148896102432847,0.9187693183133342,0.9187693183133342,0.9187693183133342
5,0.8649229906826381,0.8649229906826381,0.8632466768626494,0.8632466768626494,0.8637098956375713
6,1.056690361057057,1.0591062043148847,1.0704917534079303,1.0642909636420765,1.07162107616189
7,1.0463458251389133,1.0581961311012202,1.068182599944907,1.068182599944907,1.068182599944907
8,0.8872645739864571,0.8801328080606845,0.8710867940883311,0.8710867940883311,0.8801328080606845
9,0.8836282019233335,0.8918007953994871,0.8817815290963144,0.8817815290963144,0.8817815290963144
10,0.8230972196131785,0.8198738952410947,0.8231075428044148,0.8231075428044148,0.8231075428044148
11,0.7484489801432987,0.7532208034931229,0.7545090465056415,0.7534782659155539,0.7534782659155539
12,0.8045860910099336,0.8044058695781336,0.8048912132113258,0.8048912132113258,0.8048912132113258
13,1.3216782270196803,1.3515898045313466,1.3515898045313466,1.3515898045313466,1.3580289477316059
14,0.688372332541931,0.6969472786993322,0.6990122089307564,0.6969472786993322,0.6969472786993322
15,0.9509999752044678,0.9509999752044678,0.9509999752044678,0.9509999752044678,0.9509999752044678
16,1.354323077996903,1.3666587776141108,1.3667963831340844,1.3667963831340844,1.3667963831340844
17,0.7697799982841111,0.7712444108231936,0.7707302766333229,0.7707302766333229,0.7707302766333229
18,1.078855764991085,1.0801583263748018,1.0812936450630173,1.0904551913339326,1.0904551913339326
19,1.11644238057433,1.1148728650154123,1.1148728650154123,1.1148728650154123,1.1148728650154123
20,0.756796814985636,0.756796814985636,0.7545687016018372,0.7545687016018372,0.7545687016018372
21,1.0861701046094272,1.0861701046094272,1.0861701046094272,1.0861701046094272,1.0861701046094272
22,0.7258730128486409,0.7307880861616391,0.7228295629096693,0.7246759097516873,0.7228295629096693
23,0.9068338962604385,0.9064531969789225,0.9064531969789225,0.9064531969789225,0.9064531969789225
24,0.5838870565697993,0.5838870565697993,0.5838870565697993,0.5838870565697993,0.5838870565697993
25,0.5893816664341683,0.5950966090662482,0.5950966090662482,0.5968316822236047,0.5950966090662482
26,0.764268414815437,0.7646635116631553,0.7646635116631553,0.7665920537666973,0.7646635116631553
27,0.9581535511043793,0.9509400517035235,0.9515597307383681,0.9515597307383681,0.9515597307383681
28,0.7648615542134323,0.7648615542134323,0.7789225317880443,0.7711110811690657,0.7736092625703128
29,0.7477319520351715,0.7560576303013892,0.7421538491868439,0.7477319520351715,0.7477319520351715
30,0.9801062708530016,0.9677207585387217,0.9699106495177859,0.9699106495177859,0.9699106495177859
31,0.9831450354030565,0.9807332696418058,0.9807332696418058,0.9807332696418058,0.9807332696418058
32,0.9787900240067795,0.9784622060003472,0.9723744131582746,0.9723744131582746,0.9736544605155503
33,0.9101728078938638,0.908797580478155,0.9084284261814376,0.9084284261814376,0.9084284261814376
34,0.9053249772080705,0.9138413556344117,0.9180879326370095,0.9180879326370095,0.9180879326370095
35,0.8203462084439654,0.8226509727634397,0.8465356061806184,0.8465356061806184,0.8352055058027521
36,0.7290145707414158,0.7356507422010103,0.7324192334260111,0.7324192334260111,0.7324192334260111
37,0.7434561730580501,0.74520283003148,0.740594092084578,0.7490367176235188,0.7490367176235188
