,day_old,day1,diff,stock_return
43,0.912,1.0033463206501383,0.09134632065013826,0.10016043930936212
57,0.276,0.29963116495489867,0.023631164954898642,0.08562016288006753
75,0.583,0.6304288571495376,0.047428857149537595,0.08135309974191698
63,0.43,0.463896280239764,0.03389628023976399,0.07882855869712556
92,0.74,0.7952503099487815,0.05525030994878155,0.07466258101186696
9,0.75,0.804573114302437,0.054573114302437054,0.0727641524032494
124,1.3,1.3940946192729164,0.0940946192729164,0.07238047636378185
55,0.632,0.6618370757414529,0.02983707574145289,0.04721056288204571
8,0.82,0.8571626274240155,0.03716262742401555,0.045320277346360426
52,0.758,0.7913225027762028,0.033322502776202745,0.04396108545673185
65,0.951,0.9907415380419796,0.03974153804197966,0.04178920929756011
123,1.118,1.1639072727555466,0.04590727275554651,0.04106196131980904
112,0.984,1.0173152670879513,0.033315267087951295,0.03385697874791798
42,0.7829999999999999,0.808465777970826,0.025465777970826053,0.03252334351318781
174,1.4680000000000002,1.51509547726759,0.04709547726758978,0.0320813877844617
120,0.802,0.8273793333661591,0.02537933336615905,0.03164505407251752
89,0.882,0.9092113930230012,0.02721139302300124,0.03085191952721229
173,0.61,0.6285268044266528,0.018526804426652776,0.030371810535496355
108,2.839,2.9244247210096703,0.08542472100967036,0.030089722088647537
20,0.696,0.7156594525125248,0.019659452512524878,0.02824633981684609
24,0.473,0.4861496200297332,0.013149620029733244,0.027800465179140053
198,0.616,0.6323248699676689,0.01632486996766891,0.0265014122851768
115,1.127,1.1559091400472827,0.028909140047282733,0.025651410867154157
40,0.785,0.80419470063065,0.019194700630649986,0.024451847937133737
12,0.765,0.7831037626850152,0.018103762685015234,0.02366504926145782
196,0.679,0.6944167917394909,0.015416791739490843,0.02270514247347694
138,0.755,0.7711861823729136,0.016186182372913582,0.021438652149554413
180,0.836,0.8537279900210977,0.017727990021097706,0.02120572969030826
25,0.481,0.49113279941650984,0.010132799416509852,0.021066111053035037
73,0.774,0.7898594911858569,0.015859491185856833,0.02049029868973751
101,3.167,3.228143713243296,0.06114371324329637,0.019306508760118843
110,3.35,3.4056622190006824,0.055662219000682356,0.016615587761397717
190,0.85,0.8640312060155986,0.014031206015598596,0.01650730119482188
4,0.758,0.7704292270812967,0.012429227081296679,0.016397397204876884
182,0.96,0.9757304618385139,0.0157304618385139,0.016385897748451977
131,4.19,4.25200650543968,0.06200650543967967,0.014798688649088225
184,0.838,0.8502959190734944,0.012295919073494477,0.014672934455244006
128,1.26,1.2768235083465533,0.01682350834655333,0.013351990751232801
47,1.0759999999999998,1.0900563271214292,0.014056327121429346,0.013063501042220585
137,0.856,0.8669708957598707,0.010970895759870758,0.012816467009194811
104,4.007,4.055042279945791,0.04804227994579158,0.011989588207085495
5,0.748,0.756854054725158,0.00885405472515799,0.011836971557697846
179,0.855,0.8642256928896354,0.009225692889635373,0.010790284081444881
167,99.993,100.98821553730701,0.9952155373070184,0.009952852072715275
114,1.6,1.6158297307195089,0.015829730719508772,0.009893581699692983
168,99.995,100.94335694647289,0.9483569464728845,0.00948404366691219
11,0.662,0.6681899580016698,0.006189958001669771,0.00935038973061899
7,0.898,0.9061348878827846,0.008134887882784603,0.00905889519241047
28,0.6629999999999999,0.6686504842172499,0.005650484217250007,0.00852260062933636
32,0.982,0.9902876323678359,0.008287632367835918,0.0084395441627657
45,1.001,1.0092236191297919,0.00822361912979197,0.008215403726065905
78,0.667,0.6723807219189726,0.005380721918972542,0.008067049353781922
41,0.736,0.7415535858151714,0.005553585815171402,0.007545632901048101
83,1.129,1.1372177294814398,0.00821772948143984,0.007278768362657077
54,0.616,0.6202104722932061,0.004210472293206147,0.006835182294165822
126,4.386,4.4150968159436355,0.029096815943635335,0.006634020962981152
136,2.6630000000000003,2.680240777834558,0.017240777834557797,0.006474193704302589
189,0.866,0.8714729750987561,0.0054729750987561054,0.006319832677547466
30,0.904,0.9096992140834349,0.005699214083434878,0.006304440357781944
38,0.8029999999999999,0.8072104615245396,0.004210461524539633,0.005243414102789082
51,0.87,0.8744345122438871,0.004434512243887134,0.005097140510215097
44,1.03,1.0349335554167371,0.004933555416737123,0.0047898596279001195
122,0.59,0.5923141204605169,0.002314120460516933,0.003922238068672768
50,0.84,0.8429287562596742,0.002928756259674259,0.003486614594850308
99,1.52,1.5251097028958702,0.005109702895870205,0.0033616466420198715
177,0.508,0.509550995707127,0.001550995707127023,0.003053141155761856
134,1.539,1.5434321856814779,0.0044321856814779625,0.002879912723507448
74,0.976,0.9784322399784243,0.0024322399784243443,0.002492049158221664
142,93.22,93.42980438158106,0.2098043815810655,0.002250637004731447
197,0.608,0.6092429641445363,0.001242964144536285,0.0020443489219346793
59,0.957,0.9588320213566369,0.0018320213566369592,0.0019143378857230504
147,102.301,102.49634551683786,0.19534551683786106,0.0019095171781102927
23,0.826,0.8272814513667625,0.0012814513667624983,0.0015513939064921288
132,2.024,2.026503406263155,0.002503406263155039,0.0012368608019540706
72,1.154,1.155223627816554,0.0012236278165540515,0.001060336062871795
170,99.987,100.08001521607484,0.09301521607484631,0.0009302730962509757
144,103.068,103.148736408175,0.0807364081749995,0.000783331472183408
88,0.956,0.9564342556784997,0.0004342556784997509,0.0004542423415269361
26,0.645,0.6452731137459279,0.0002731137459278665,0.00042343216422925043
86,0.6729999999999999,0.6732371876947726,0.0002371876947726559,0.00035243342462504593
165,100.001,100.02426529371162,0.02326529371161712,0.00023265061061006508
21,1.086,1.086245492696802,0.00024549269680185226,0.00022605220699986394
148,100.012,100.02878175514317,0.01678175514317104,0.0001677974157418214
140,1.13,1.1301860368301324,0.00018603683013251882,0.00016463436294913172
151,100.016,100.03116382537456,0.015163825374557405,0.00015161399550629303
183,1.435,1.4351204113344302,0.0001204113344301927,8.391033758201581e-05
